full_route_case_id,tool_id,k,intermediate_smiles,upstream_true_node,downstream_true_node,original_pred_depth,shortest_predicted_path
FR-BBD3-PARENT-c1481,eclipse_predec,5,CO.CSP(=O)([O-])[O-],COP(=O)([O-])SC,CO,1,COP(=O)([O-])SC->CO.CSP(=O)([O-])[O-]->CSP(=O)(O)O->CS->CSSC->CO
FR-BBD3-PARENT-c1481,eclipse_predec,5,CSP(=O)(O)O,COP(=O)([O-])SC,CO,2,COP(=O)([O-])SC->CO.CSP(=O)([O-])[O-]->CSP(=O)(O)O->CS->CSSC->CO
FR-BBD3-PARENT-c1481,eclipse_predec,5,CSSC,COP(=O)([O-])SC,CO,4,COP(=O)([O-])SC->CO.CSP(=O)([O-])[O-]->CSP(=O)(O)O->CS->CSSC->CO
FR-BBD3-CAND-c0141,eclipse_predec,5,ClC1=CC(Cl)C(Cl)C(Cl)C1,ClC1=CC(Cl)C(Cl)C(Cl)C1Cl,Clc1ccc(Cl)c(Cl)c1,2,ClC1=CC(Cl)C(Cl)C(Cl)C1Cl->ClC1=CC(Cl)C(Cl)C(Cl)C1->Clc1ccc(Cl)c(Cl)c1
FR-BBD3-CAND-c1570,eclipse_predec,5,CC(=O)[O-].NC(CC(=O)[O-])C(=O)[O-],O=C([O-])CC(NC(CC(=O)[O-])C(=O)[O-])C(=O)[O-],O=C([O-])C=CC(=O)[O-],1,O=C([O-])CC(NC(CC(=O)[O-])C(=O)[O-])C(=O)[O-]->CC(=O)[O-].NC(CC(=O)[O-])C(=O)[O-]->O=C([O-])CC(O)C(=O)[O-]->O=C([O-])C=CC(=O)[O-]
FR-BBD3-CAND-c1570,eclipse_predec,5,O=C([O-])CC(O)C(=O)[O-],O=C([O-])CC(NC(CC(=O)[O-])C(=O)[O-])C(=O)[O-],O=C([O-])C=CC(=O)[O-],2,O=C([O-])CC(NC(CC(=O)[O-])C(=O)[O-])C(=O)[O-]->CC(=O)[O-].NC(CC(=O)[O-])C(=O)[O-]->O=C([O-])CC(O)C(=O)[O-]->O=C([O-])C=CC(=O)[O-]
FR-BBD3-CAND-c0347,eclipse_predec,5,O=S(=O)([O-])[O-],CS(=O)(=O)[O-],O=S([O-])[O-],1,CS(=O)(=O)[O-]->O=S(=O)([O-])[O-]->O=S(=O)([O-])[O-].[O-]->O=S([O-])[O-]
FR-BBD3-CAND-c0347,eclipse_predec,5,O=S(=O)([O-])[O-].[O-],CS(=O)(=O)[O-],O=S([O-])[O-],2,CS(=O)(=O)[O-]->O=S(=O)([O-])[O-]->O=S(=O)([O-])[O-].[O-]->O=S([O-])[O-]
FR-BBD3-PARENT-c0116,eclipse_predec,10,OCCc1ccccc1,CC(=O)c1ccccc1,O=C([O-])CC(=O)c1ccccc1,2,CC(=O)c1ccccc1->CC(O)c1ccccc1->OCCc1ccccc1->O=C([O-])CCc1ccccc1->O=C([O-])C=Cc1ccccc1->O=C([O-])CC(=O)c1ccccc1
FR-BBD3-PARENT-c0116,eclipse_predec,10,O=C([O-])CCc1ccccc1,CC(=O)c1ccccc1,O=C([O-])CC(=O)c1ccccc1,3,CC(=O)c1ccccc1->CC(O)c1ccccc1->OCCc1ccccc1->O=C([O-])CCc1ccccc1->O=C([O-])C=Cc1ccccc1->O=C([O-])CC(=O)c1ccccc1
FR-BBD3-PARENT-c0116,eclipse_predec,10,O=C([O-])C=Cc1ccccc1,CC(=O)c1ccccc1,O=C([O-])CC(=O)c1ccccc1,4,CC(=O)c1ccccc1->CC(O)c1ccccc1->OCCc1ccccc1->O=C([O-])CCc1ccccc1->O=C([O-])C=Cc1ccccc1->O=C([O-])CC(=O)c1ccccc1
FR-BBD3-PARENT-c0134,eclipse_predec,10,NCP(=O)([O-])[O-].O=CC(=O)[O-],O=C([O-])CNCP(=O)([O-])[O-],O=CC(=O)[O-],1,O=C([O-])CNCP(=O)([O-])[O-]->NCP(=O)([O-])[O-].O=CC(=O)[O-]->O=C([O-])C(O)C(=O)[O-]->O=C([O-])C(=O)[O-]->O=CC(=O)[O-]
FR-BBD3-PARENT-c0134,eclipse_predec,10,O=C([O-])C(O)C(=O)[O-],O=C([O-])CNCP(=O)([O-])[O-],O=CC(=O)[O-],2,O=C([O-])CNCP(=O)([O-])[O-]->NCP(=O)([O-])[O-].O=CC(=O)[O-]->O=C([O-])C(O)C(=O)[O-]->O=C([O-])C(=O)[O-]->O=CC(=O)[O-]
FR-BBD3-PARENT-c0134,eclipse_predec,10,O=C([O-])C(=O)[O-],O=C([O-])CNCP(=O)([O-])[O-],O=CC(=O)[O-],3,O=C([O-])CNCP(=O)([O-])[O-]->NCP(=O)([O-])[O-].O=CC(=O)[O-]->O=C([O-])C(O)C(=O)[O-]->O=C([O-])C(=O)[O-]->O=CC(=O)[O-]
FR-BBD3-PARENT-c0288,eclipse_predec,10,O=C([O-])COc1cc(O)c(Cl)cc1Cl,O=C([O-])COc1ccc(Cl)cc1Cl,O=CC(=O)[O-],1,O=C([O-])COc1ccc(Cl)cc1Cl->O=C([O-])COc1cc(O)c(Cl)cc1Cl->O=C([O-])COc1cc(O)c(O)cc1Cl->O=C([O-])C(O)COc1cc(O)c(O)cc1Cl->O=C([O-])C(=O)COc1cc(O)c(O)cc1Cl->O=C([O-])C(=O)CO->O=CC(=O)[O-]
FR-BBD3-PARENT-c0288,eclipse_predec,10,O=C([O-])COc1cc(O)c(O)cc1Cl,O=C([O-])COc1ccc(Cl)cc1Cl,O=CC(=O)[O-],2,O=C([O-])COc1ccc(Cl)cc1Cl->O=C([O-])COc1cc(O)c(Cl)cc1Cl->O=C([O-])COc1cc(O)c(O)cc1Cl->O=C([O-])C(O)COc1cc(O)c(O)cc1Cl->O=C([O-])C(=O)COc1cc(O)c(O)cc1Cl->O=C([O-])C(=O)CO->O=CC(=O)[O-]
FR-BBD3-PARENT-c0288,eclipse_predec,10,O=C([O-])C(O)COc1cc(O)c(O)cc1Cl,O=C([O-])COc1ccc(Cl)cc1Cl,O=CC(=O)[O-],3,O=C([O-])COc1ccc(Cl)cc1Cl->O=C([O-])COc1cc(O)c(Cl)cc1Cl->O=C([O-])COc1cc(O)c(O)cc1Cl->O=C([O-])C(O)COc1cc(O)c(O)cc1Cl->O=C([O-])C(=O)COc1cc(O)c(O)cc1Cl->O=C([O-])C(=O)CO->O=CC(=O)[O-]
FR-BBD3-PARENT-c0288,eclipse_predec,10,O=C([O-])C(=O)COc1cc(O)c(O)cc1Cl,O=C([O-])COc1ccc(Cl)cc1Cl,O=CC(=O)[O-],4,O=C([O-])COc1ccc(Cl)cc1Cl->O=C([O-])COc1cc(O)c(Cl)cc1Cl->O=C([O-])COc1cc(O)c(O)cc1Cl->O=C([O-])C(O)COc1cc(O)c(O)cc1Cl->O=C([O-])C(=O)COc1cc(O)c(O)cc1Cl->O=C([O-])C(=O)CO->O=CC(=O)[O-]
FR-BBD3-PARENT-c0288,eclipse_predec,10,O=C([O-])C(=O)CO,O=C([O-])COc1ccc(Cl)cc1Cl,O=CC(=O)[O-],5,O=C([O-])COc1ccc(Cl)cc1Cl->O=C([O-])COc1cc(O)c(Cl)cc1Cl->O=C([O-])COc1cc(O)c(O)cc1Cl->O=C([O-])C(O)COc1cc(O)c(O)cc1Cl->O=C([O-])C(=O)COc1cc(O)c(O)cc1Cl->O=C([O-])C(=O)CO->O=CC(=O)[O-]
FR-BBD3-PARENT-c0288,eclipse_predec,10,O=C([O-])C(=O)Oc1ccc(Cl)cc1Cl,O=C([O-])COc1ccc(Cl)cc1Cl,Oc1ccc(Cl)cc1Cl,1,O=C([O-])COc1ccc(Cl)cc1Cl->O=C([O-])C(=O)Oc1ccc(Cl)cc1Cl->Oc1ccc(Cl)cc1Cl
FR-BBD3-PARENT-c0352,eclipse_predec,10,O=C([O-])C1(O)CC1,NC1(C(=O)[O-])CC1,CCC(=O)C(=O)[O-],1,NC1(C(=O)[O-])CC1->O=C([O-])C1(O)CC1->CCC(=O)C(=O)[O-]
FR-BBD3-PARENT-c0407,eclipse_predec,10,CC12C=CC(CC1=O)C2(C)C,CC12CCC(CC1=O)C2(C)C,CC12CC(O)C(CC1=O)C2(C)C,1,CC12CCC(CC1=O)C2(C)C->CC12C=CC(CC1=O)C2(C)C->CC12CC(O)C(CC1=O)C2(C)C
FR-BBD3-PARENT-c0486,eclipse_predec,10,C=O,ClC(Cl)(Cl)Cl,O=C[O-],2,ClC(Cl)(Cl)Cl->ClCCl->C=O->O=C[O-]
FR-BBD3-PARENT-c0639,eclipse_predec,10,O=[N+]([O-])N1C=NC(O)NC1,O=[N+]([O-])N1C=NC=NC1,O=[N+]([O-])N1CNC(O)NC1O,3,O=[N+]([O-])N1C=NC=NC1->O=[N+]([O-])N1C=NC(O)NC1->O=[N+]([O-])N1CNC(O)NC1O
FR-BBD3-PARENT-c0653,eclipse_predec,10,CC(C)N(C(=O)CO)c1ccccc1.O,CC(C)N(C(=O)CCl)c1ccccc1,CC(=O)N(c1ccccc1)C(C)C,1,CC(C)N(C(=O)CCl)c1ccccc1->CC(C)N(C(=O)CO)c1ccccc1.O->CC(=O)N(c1ccccc1)C(C)C
FR-BBD3-PARENT-c0764,eclipse_predec,10,CC(C)(O)c1ccc(O)cc1.Oc1ccc(O)cc1,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1,Oc1ccc(O)cc1,1,CC(C)(c1ccc(O)cc1)c1ccc(O)cc1->CC(C)(O)c1ccc(O)cc1.Oc1ccc(O)cc1->Oc1ccc(O)cc1
FR-BBD3-PARENT-c0765,eclipse_predec,10,Nc1ccc(Cl)cc1O,Nc1ccc(Cl)cc1,Oc1ccc(Cl)cc1O,1,Nc1ccc(Cl)cc1->Nc1ccc(Cl)cc1O->Oc1ccc(Cl)cc1O
FR-BBD3-PARENT-c0897,eclipse_predec,10,OCc1ccccc1,c1ccc(CSCc2ccccc2)cc1,O=Cc1ccccc1,2,c1ccc(CSCc2ccccc2)cc1->SCc1ccccc1->OCc1ccccc1->O=Cc1ccccc1
FR-BBD3-PARENT-c0991,eclipse_predec,10,OC1c2ccccc2Cc2ccccc21,c1ccc2cc3ccccc3cc2c1,O=C1c2ccccc2C(=O)c2ccccc21,1,c1ccc2cc3ccccc3cc2c1->OC1c2ccccc2Cc2ccccc21->O=C1c2ccccc2C(=O)c2ccccc21
FR-BBD3-PARENT-c1013,eclipse_predec,10,CC(C)=CCCC(C)C=CC(=O)[O-],CC(C)=CCCC(C)CC=O,CC(C)=CCCC(C)CC(=O)[O-],2,CC(C)=CCCC(C)CC=O->CC(C)=CCCC(C)C=CC(=O)[O-]->CC(C)=CCCC(C)C(O)CC(=O)[O-]->CC(C)=CCCC(C)=CC(=O)[O-]->CC(C)=CCCC(C)CC(=O)[O-]
FR-BBD3-PARENT-c1013,eclipse_predec,10,CC(C)=CCCC(C)C(O)CC(=O)[O-],CC(C)=CCCC(C)CC=O,CC(C)=CCCC(C)CC(=O)[O-],3,CC(C)=CCCC(C)CC=O->CC(C)=CCCC(C)C=CC(=O)[O-]->CC(C)=CCCC(C)C(O)CC(=O)[O-]->CC(C)=CCCC(C)=CC(=O)[O-]->CC(C)=CCCC(C)CC(=O)[O-]
FR-BBD3-PARENT-c1013,eclipse_predec,10,CC(C)=CCCC(C)=CC(=O)[O-],CC(C)=CCCC(C)CC=O,CC(C)=CCCC(C)CC(=O)[O-],4,CC(C)=CCCC(C)CC=O->CC(C)=CCCC(C)C=CC(=O)[O-]->CC(C)=CCCC(C)C(O)CC(=O)[O-]->CC(C)=CCCC(C)=CC(=O)[O-]->CC(C)=CCCC(C)CC(=O)[O-]
FR-BBD3-PARENT-c1094,eclipse_predec,10,Cn1c(=O)c2[nH]c(=O)[nH]c(=O)c2n(C)c1=O,Cn1cnc2c1c(=O)[nH]c(=O)n2C,Cn1c(=O)c2[nH]c(=O)[nH]c2n(C)c1=O,2,Cn1cnc2c1c(=O)[nH]c(=O)n2C->Cn1c(=O)c2[nH]c(=O)[nH]c(=O)c2n(C)c1=O->Cn1c(=O)[nH]c2c(=O)n(C)c(=O)n(C)c2c1=O->Cn1c(=O)c2[nH]c(=O)[nH]c2n(C)c1=O
FR-BBD3-PARENT-c1094,eclipse_predec,10,Cn1c(=O)[nH]c2c(=O)n(C)c(=O)n(C)c2c1=O,Cn1cnc2c1c(=O)[nH]c(=O)n2C,Cn1c(=O)c2[nH]c(=O)[nH]c2n(C)c1=O,3,Cn1cnc2c1c(=O)[nH]c(=O)n2C->Cn1c(=O)c2[nH]c(=O)[nH]c(=O)c2n(C)c1=O->Cn1c(=O)[nH]c2c(=O)n(C)c(=O)n(C)c2c1=O->Cn1c(=O)c2[nH]c(=O)[nH]c2n(C)c1=O
FR-BBD3-PARENT-c1285,eclipse_predec,10,C=C(C)Cc1cccc(O)c1O,CNC(=O)Oc1cccc(CC(C)(C)O)c1O,CC(C)(O)Cc1cccc(O)c1O,2,CNC(=O)Oc1cccc(CC(C)(C)O)c1O->C=C(C)Cc1cccc(O)c1O->CC1(C)Cc2cccc(O)c2O1->CC(C)(O)Cc1cccc(O)c1O
FR-BBD3-PARENT-c1296,eclipse_predec,10,Cc1n[nH]c(=O)c(-c2ccccc2)n1,Cc1nnc(-c2ccccc2)c(=O)n1N,CC(=O)NN=C(C(=O)[O-])c1ccccc1,1,Cc1nnc(-c2ccccc2)c(=O)n1N->Cc1n[nH]c(=O)c(-c2ccccc2)n1->CC(=O)NN=C(C(=O)[O-])c1ccccc1
FR-BBD3-PARENT-c1313,eclipse_predec,10,Cc1ccc(NO)cc1N,Cc1ccc([N+](=O)[O-])cc1N,Cc1ccc(N)cc1N,2,Cc1ccc([N+](=O)[O-])cc1N->Cc1ccc(NO)cc1N->Cc1ccc(N)cc1N
FR-BBD3-PARENT-c1352,eclipse_predec,10,CCNCC.Cc1cccc(C(=O)[O-])c1,CCN(CC)C(=O)c1cccc(C)c1,CCNC(=O)c1cccc(C)c1,1,CCN(CC)C(=O)c1cccc(C)c1->CCNCC.Cc1cccc(C(=O)[O-])c1->CCNC(=O)c1cccc(C)c1
FR-BBD3-PARENT-c1352,eclipse_predec,10,CCN(CC)C(=O)[O-].Cc1ccccc1,CCN(CC)C(=O)c1cccc(C)c1,CCNCC,1,CCN(CC)C(=O)c1cccc(C)c1->CCN(CC)C(=O)[O-].Cc1ccccc1->CCNCC
FR-BBD3-PARENT-c1354,eclipse_predec,10,OC1COCCO1,C1COCCO1,O=C1COCCO1,1,C1COCCO1->OC1COCCO1->O=C1COCCO1
FR-BBD3-PARENT-c1441,eclipse_predec,10,C=O.CCc1cccc(CC)c1NC(=O)CCl,CCc1cccc(CC)c1N(COC)C(=O)CCl,C=O,1,CCc1cccc(CC)c1N(COC)C(=O)CCl->C=O.CCc1cccc(CC)c1NC(=O)CCl->C=O
FR-BBD3-PARENT-c1457,eclipse_predec,10,CCOC(=O)CC(SP(=O)([O-])OC)C(=O)OCC.CO,CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC,CCOC(=O)CC(SP(=O)([O-])OC)C(=O)OCC,1,CCOC(=O)CC(SP(=O)(OC)OC)C(=O)OCC->CCOC(=O)CC(SP(=O)([O-])OC)C(=O)OCC.CO->CCOC(=O)CC(SP(=O)([O-])OC)C(=O)OCC
FR-BBD3-PARENT-c1481,eclipse_predec,10,CO.CSP(=O)([O-])[O-],COP(=O)([O-])SC,CO,1,COP(=O)([O-])SC->CO.CSP(=O)([O-])[O-]->CSP(=O)(O)O->CS->CSSC->CO
FR-BBD3-PARENT-c1481,eclipse_predec,10,CSP(=O)(O)O,COP(=O)([O-])SC,CO,2,COP(=O)([O-])SC->CO.CSP(=O)([O-])[O-]->CSP(=O)(O)O->CS->CSSC->CO
FR-BBD3-PARENT-c1481,eclipse_predec,10,CSSC,COP(=O)([O-])SC,CO,4,COP(=O)([O-])SC->CO.CSP(=O)([O-])[O-]->CSP(=O)(O)O->CS->CSSC->CO
FR-BBD3-CAND-c0141,eclipse_predec,10,ClC1=CC(Cl)C(Cl)C(Cl)C1,ClC1=CC(Cl)C(Cl)C(Cl)C1Cl,Clc1ccc(Cl)c(Cl)c1,2,ClC1=CC(Cl)C(Cl)C(Cl)C1Cl->ClC1=CC(Cl)C(Cl)C(Cl)C1->Clc1ccc(Cl)c(Cl)c1
FR-BBD3-CAND-c1570,eclipse_predec,10,CC(=O)[O-].NC(CC(=O)[O-])C(=O)[O-],O=C([O-])CC(NC(CC(=O)[O-])C(=O)[O-])C(=O)[O-],O=C([O-])C=CC(=O)[O-],1,O=C([O-])CC(NC(CC(=O)[O-])C(=O)[O-])C(=O)[O-]->CC(=O)[O-].NC(CC(=O)[O-])C(=O)[O-]->O=C([O-])CC(O)C(=O)[O-]->O=C([O-])C=CC(=O)[O-]
FR-BBD3-CAND-c1570,eclipse_predec,10,O=C([O-])CC(O)C(=O)[O-],O=C([O-])CC(NC(CC(=O)[O-])C(=O)[O-])C(=O)[O-],O=C([O-])C=CC(=O)[O-],2,O=C([O-])CC(NC(CC(=O)[O-])C(=O)[O-])C(=O)[O-]->CC(=O)[O-].NC(CC(=O)[O-])C(=O)[O-]->O=C([O-])CC(O)C(=O)[O-]->O=C([O-])C=CC(=O)[O-]
FR-BBD3-CAND-c0347,eclipse_predec,10,O=S(=O)([O-])[O-].[O-],CS(=O)(=O)[O-],O=S([O-])[O-],1,CS(=O)(=O)[O-]->O=S(=O)([O-])[O-].[O-]->O=S([O-])[O-]
FR-BBD3-PARENT-c0432,eclipse_noec,1,O=C([O-])CCCCCC(=O)[O-],NCCCCCC(=O)[O-],O=CCCCCC(=O)[O-],2,NCCCCCC(=O)[O-]->O=C([O-])CCCCCC(=O)[O-]->O=C([O-])CCCCCO->O=CCCCCC(=O)[O-]
FR-BBD3-PARENT-c0432,eclipse_noec,1,O=C([O-])CCCCCO,NCCCCCC(=O)[O-],O=CCCCCC(=O)[O-],3,NCCCCCC(=O)[O-]->O=C([O-])CCCCCC(=O)[O-]->O=C([O-])CCCCCO->O=CCCCCC(=O)[O-]
FR-BBD3-PARENT-c0691,eclipse_noec,1,C=O.O=P([O-])([O-])O,CP(=O)([O-])[O-],O=P([O-])([O-])[O-],3,CP(=O)([O-])[O-]->C=O.O=P([O-])([O-])O->O=P([O-])([O-])[O-]
FR-BBD3-PARENT-c0691,eclipse_noec,1,C=O.CP(=O)([O-])O,CP(C)(=O)[O-],CP(=O)([O-])[O-],1,CP(C)(=O)[O-]->C=O.CP(=O)([O-])O->CP(=O)([O-])[O-]
FR-BBD3-PARENT-c1043,eclipse_noec,1,CC(C)=CCCC(C)=CC(=O)O,CC(C)=CCCC(C)=CC=O,CC(C)=CCCC(C)=CC(=O)[O-],2,CC(C)=CCCC(C)=CC=O->CC(C)=CCCC(C)=CC(=O)O->CC(C)=CCCC(C)=CC(=O)[O-]
FR-BBD3-PARENT-c0018,eclipse_noec,3,O=C(CCl)CCl,OC(CCl)CCl,ClCC1CO1,1,OC(CCl)CCl->O=C(CCl)CCl->ClCC1CO1
FR-BBD3-PARENT-c0163,eclipse_noec,3,O=C([O-])NC(=O)NC(=O)[O-],NC(=O)NC(N)=O,NC(=O)NC(=O)[O-],2,NC(=O)NC(N)=O->O=C([O-])NC(=O)NC(=O)[O-]->NC(=O)NC(=O)[O-]
FR-BBD3-PARENT-c0233,eclipse_noec,3,ClCCCl,ClCCl,C=O,1,ClCCl->ClCCCl->CC(Cl)CCl->C=O
FR-BBD3-PARENT-c0233,eclipse_noec,3,CC(Cl)CCl,ClCCl,C=O,2,ClCCl->ClCCCl->CC(Cl)CCl->C=O
FR-BBD3-PARENT-c0286,eclipse_noec,3,O=C([O-])CCCl,O=C([O-])C=CCl,O=CCC(=O)[O-],1,O=C([O-])C=CCl->O=C([O-])CCCl->O=C([O-])CCO->O=CCC(=O)[O-]
FR-BBD3-PARENT-c0286,eclipse_noec,3,O=C([O-])CCO,O=C([O-])C=CCl,O=CCC(=O)[O-],2,O=C([O-])C=CCl->O=C([O-])CCCl->O=C([O-])CCO->O=CCC(=O)[O-]
FR-BBD3-PARENT-c0288,eclipse_noec,3,O=C([O-])C(O)Oc1ccc(Cl)cc1Cl,O=C([O-])COc1ccc(Cl)cc1Cl,Oc1ccc(Cl)cc1Cl,1,O=C([O-])COc1ccc(Cl)cc1Cl->O=C([O-])C(O)Oc1ccc(Cl)cc1Cl->O=C([O-])C(=O)[O-].Oc1ccc(Cl)cc1Cl->Oc1ccc(Cl)cc1Cl
FR-BBD3-PARENT-c0288,eclipse_noec,3,O=C([O-])C(=O)[O-].Oc1ccc(Cl)cc1Cl,O=C([O-])COc1ccc(Cl)cc1Cl,Oc1ccc(Cl)cc1Cl,2,O=C([O-])COc1ccc(Cl)cc1Cl->O=C([O-])C(O)Oc1ccc(Cl)cc1Cl->O=C([O-])C(=O)[O-].Oc1ccc(Cl)cc1Cl->Oc1ccc(Cl)cc1Cl
FR-BBD3-PARENT-c0288,eclipse_noec,3,O=C([O-])C(O)Oc1ccc(Cl)cc1,O=C([O-])COc1ccc(Cl)cc1,Oc1ccc(Cl)cc1,2,O=C([O-])COc1ccc(Cl)cc1->O=C([O-])C(O)Oc1ccc(Cl)cc1->O=C([O-])C(=O)[O-].Oc1ccc(Cl)cc1->Oc1ccc(Cl)cc1
FR-BBD3-PARENT-c0288,eclipse_noec,3,O=C([O-])C(=O)[O-].Oc1ccc(Cl)cc1,O=C([O-])COc1ccc(Cl)cc1,Oc1ccc(Cl)cc1,3,O=C([O-])COc1ccc(Cl)cc1->O=C([O-])C(O)Oc1ccc(Cl)cc1->O=C([O-])C(=O)[O-].Oc1ccc(Cl)cc1->Oc1ccc(Cl)cc1
FR-BBD3-PARENT-c0345,eclipse_noec,3,O=C([O-])c1ccccc1O,Nc1ccccc1C(=O)[O-],O=C([O-])c1cccc(O)c1O,1,Nc1ccccc1C(=O)[O-]->O=C([O-])c1ccccc1O->O=C([O-])c1cccc(O)c1O
FR-BBD3-PARENT-c0352,eclipse_noec,3,O=C([O-])C1CC1,NC1(C(=O)[O-])CC1,CCC(=O)C(=O)[O-],1,NC1(C(=O)[O-])CC1->O=C([O-])C1CC1->O=C([O-])C1(O)CC1->CCC(=O)C(=O)[O-]
FR-BBD3-PARENT-c0352,eclipse_noec,3,O=C([O-])C1(O)CC1,NC1(C(=O)[O-])CC1,CCC(=O)C(=O)[O-],2,NC1(C(=O)[O-])CC1->O=C([O-])C1CC1->O=C([O-])C1(O)CC1->CCC(=O)C(=O)[O-]
FR-BBD3-PARENT-c0432,eclipse_noec,3,O=C([O-])CCCCCC(=O)[O-],NCCCCCC(=O)[O-],O=CCCCCC(=O)[O-],2,NCCCCCC(=O)[O-]->O=C([O-])CCCCCC(=O)[O-]->O=C([O-])CCCCCO->O=CCCCCC(=O)[O-]
FR-BBD3-PARENT-c0432,eclipse_noec,3,O=C([O-])CCCCCO,NCCCCCC(=O)[O-],O=CCCCCC(=O)[O-],3,NCCCCCC(=O)[O-]->O=C([O-])CCCCCC(=O)[O-]->O=C([O-])CCCCCO->O=CCCCCC(=O)[O-]
FR-BBD3-PARENT-c0639,eclipse_noec,3,O=[N+]([O-])N1C=NCN(NO)C1,O=[N+]([O-])N1C=NCN([N+](=O)[O-])C1,O=[N+]([O-])N1C=NC=NC1,3,O=[N+]([O-])N1C=NCN([N+](=O)[O-])C1->O=[N+]([O-])N1C=NCN(NO)C1->O=[N+]([O-])N1C=NC=NC1
FR-BBD3-PARENT-c0639,eclipse_noec,3,O=[N+]([O-])N1CNCN([N+](=O)[O-])C1,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1,O=[N+]([O-])N1C=NCN([N+](=O)[O-])C1,1,O=[N+]([O-])N1CN([N+](=O)[O-])CN([N+](=O)[O-])C1->O=[N+]([O-])N1CNCN([N+](=O)[O-])C1->O=[N+]([O-])N1C=NCN([N+](=O)[O-])C1
FR-BBD3-PARENT-c0691,eclipse_noec,3,C=O.O=P([O-])([O-])O,CP(=O)([O-])[O-],O=P([O-])([O-])[O-],3,CP(=O)([O-])[O-]->C=O.O=P([O-])([O-])O->O=P([O-])([O-])[O-]
FR-BBD3-PARENT-c0691,eclipse_noec,3,C=O.CP(=O)([O-])O,CP(C)(=O)[O-],CP(=O)([O-])[O-],1,CP(C)(=O)[O-]->C=O.CP(=O)([O-])O->CP(=O)([O-])[O-]
FR-BBD3-PARENT-c0941,eclipse_noec,3,C1CCC(OC2CCCCC2)CC1,C1CCCCC1,OC1CCCCC1,1,C1CCCCC1->C1CCC(OC2CCCCC2)CC1->OC1CCCCC1
FR-BBD3-PARENT-c0991,eclipse_noec,3,OC1c2ccccc2C=C2C=CC=CC21,c1ccc2cc3ccccc3cc2c1,O=C1c2ccccc2C(=O)c2ccccc21,1,c1ccc2cc3ccccc3cc2c1->OC1c2ccccc2C=C2C=CC=CC21->O=C1c2ccccc2C=C2C=CC=CC12->O=C1c2ccccc2CC2=CC=CC=CC12->O=C1c2ccccc2Cc2ccccc21->OC1c2ccccc2Cc2ccccc21->O=C1c2ccccc2C(=O)c2ccccc21
FR-BBD3-PARENT-c0991,eclipse_noec,3,O=C1c2ccccc2C=C2C=CC=CC12,c1ccc2cc3ccccc3cc2c1,O=C1c2ccccc2C(=O)c2ccccc21,2,c1ccc2cc3ccccc3cc2c1->OC1c2ccccc2C=C2C=CC=CC21->O=C1c2ccccc2C=C2C=CC=CC12->O=C1c2ccccc2CC2=CC=CC=CC12->O=C1c2ccccc2Cc2ccccc21->OC1c2ccccc2Cc2ccccc21->O=C1c2ccccc2C(=O)c2ccccc21
FR-BBD3-PARENT-c0991,eclipse_noec,3,O=C1c2ccccc2CC2=CC=CC=CC12,c1ccc2cc3ccccc3cc2c1,O=C1c2ccccc2C(=O)c2ccccc21,3,c1ccc2cc3ccccc3cc2c1->OC1c2ccccc2C=C2C=CC=CC21->O=C1c2ccccc2C=C2C=CC=CC12->O=C1c2ccccc2CC2=CC=CC=CC12->O=C1c2ccccc2Cc2ccccc21->OC1c2ccccc2Cc2ccccc21->O=C1c2ccccc2C(=O)c2ccccc21
FR-BBD3-PARENT-c0991,eclipse_noec,3,O=C1c2ccccc2Cc2ccccc21,c1ccc2cc3ccccc3cc2c1,O=C1c2ccccc2C(=O)c2ccccc21,4,c1ccc2cc3ccccc3cc2c1->OC1c2ccccc2C=C2C=CC=CC21->O=C1c2ccccc2C=C2C=CC=CC12->O=C1c2ccccc2CC2=CC=CC=CC12->O=C1c2ccccc2Cc2ccccc21->OC1c2ccccc2Cc2ccccc21->O=C1c2ccccc2C(=O)c2ccccc21
FR-BBD3-PARENT-c0991,eclipse_noec,3,OC1c2ccccc2Cc2ccccc21,c1ccc2cc3ccccc3cc2c1,O=C1c2ccccc2C(=O)c2ccccc21,5,c1ccc2cc3ccccc3cc2c1->OC1c2ccccc2C=C2C=CC=CC21->O=C1c2ccccc2C=C2C=CC=CC12->O=C1c2ccccc2CC2=CC=CC=CC12->O=C1c2ccccc2Cc2ccccc21->OC1c2ccccc2Cc2ccccc21->O=C1c2ccccc2C(=O)c2ccccc21
FR-BBD3-PARENT-c1013,eclipse_noec,3,CC(C)=CCCC(C)CC(=O)O,CC(C)=CCCC(C)CC=O,CC(C)=CCCC(C)CC(=O)[O-],2,CC(C)=CCCC(C)CC=O->CC(C)=CCCC(C)CC(=O)O->CC(C)=CCCC(C)CC(=O)OCC1CO1->CC(C)=CCCC(C)CC(=O)[O-]
FR-BBD3-PARENT-c1013,eclipse_noec,3,CC(C)=CCCC(C)CC(=O)OCC1CO1,CC(C)=CCCC(C)CC=O,CC(C)=CCCC(C)CC(=O)[O-],3,CC(C)=CCCC(C)CC=O->CC(C)=CCCC(C)CC(=O)O->CC(C)=CCCC(C)CC(=O)OCC1CO1->CC(C)=CCCC(C)CC(=O)[O-]
