original_uid,original_final_status,original_sequence_length,original_sequence_sha256,original_afdb_http_status_from_source_package,uniprot_lookup_status,uniprot_http_status,uniprot_primary_accession,uniprot_secondary_accessions_json,uniprot_entry_type,uniprot_id,organism,canonical_sequence_length,canonical_sequence_sha256,primary_differs_from_original,candidate_accessions_probed_json,afdb_v6_probe_results_json,afdb_v6_available_accessions_json,reviewed_accession_candidate,reviewed_accession_action,candidate_reason,replacement_performed,asset_generation_started,formal_assets_mutated,production_pool_mutated,production_d4_mutated,retryable,review_notes
P20637,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,631,9e047c5e1f386b238d8061df4b8bf33717c0fef7a93f454dc5a209eedf13fca9,404,DIRECT_LOOKUP_SUCCESS,200,P20637,[],UniProtKB reviewed (Swiss-Prot),NTP1_VACCC,Vaccinia virus (strain Copenhagen),631,9e047c5e1f386b238d8061df4b8bf33717c0fef7a93f454dc5a209eedf13fca9,False,"[""P20637""]","{""P20637"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P20638,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,372,156f50a490375a1153cfeeb1e5b97c7282f35a7ce85ba16b4e7f9bf83414bedb,404,DIRECT_LOOKUP_SUCCESS,200,P20638,[],UniProtKB reviewed (Swiss-Prot),PG057_VACCC,Vaccinia virus (strain Copenhagen),372,156f50a490375a1153cfeeb1e5b97c7282f35a7ce85ba16b4e7f9bf83414bedb,False,"[""P20638""]","{""P20638"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P20979,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,844,244e9e79d0b3b6426bf65586400a51451b75629a0456b5cab43730736497ed92,404,DIRECT_LOOKUP_SUCCESS,200,P20979,[],UniProtKB reviewed (Swiss-Prot),MCEL_VACCC,Vaccinia virus (strain Copenhagen),844,244e9e79d0b3b6426bf65586400a51451b75629a0456b5cab43730736497ed92,False,"[""P20979""]","{""P20979"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P20999,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,219,22ebac4e61edce806a4016631647e57d5a1790e1752e6f32527da24f397933f5,404,DIRECT_LOOKUP_SUCCESS,200,P20999,[],UniProtKB reviewed (Swiss-Prot),POXIN_VACCC,Vaccinia virus (strain Copenhagen),219,22ebac4e61edce806a4016631647e57d5a1790e1752e6f32527da24f397933f5,False,"[""P20999""]","{""P20999"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P21011,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,213,f8ae105f38f293bc1b1aa4aa2156c42b51366bc5cb37a0a6124a83853d94e7bd,404,DIRECT_LOOKUP_SUCCESS,200,P21011,[],UniProtKB reviewed (Swiss-Prot),PG121_VACCC,Vaccinia virus (strain Copenhagen),213,f8ae105f38f293bc1b1aa4aa2156c42b51366bc5cb37a0a6124a83853d94e7bd,False,"[""P21011""]","{""P21011"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P21033,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,333,600648a01c8eff96da97992fceb60721227ca4401bbffd7f94aab8b52e418566,404,DIRECT_LOOKUP_SUCCESS,200,P21033,[],UniProtKB reviewed (Swiss-Prot),MCE_VACCC,Vaccinia virus (strain Copenhagen),333,600648a01c8eff96da97992fceb60721227ca4401bbffd7f94aab8b52e418566,False,"[""P21033""]","{""P21033"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P21050,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,95,dea73bdf8f4738fc249f9a2141901cfe536177c03ea36af7aa54dd68b579c899,404,DIRECT_LOOKUP_SUCCESS,200,P21050,[],UniProtKB reviewed (Swiss-Prot),PG072_VACCC,Vaccinia virus (strain Copenhagen),95,dea73bdf8f4738fc249f9a2141901cfe536177c03ea36af7aa54dd68b579c899,False,"[""P21050""]","{""P21050"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P21095,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,439,1a0fcee8c374162d3fab6af9bf64a7e8a608bd3ecedc788ce35f781687f8733f,404,DIRECT_LOOKUP_SUCCESS,200,P21095,[],UniProtKB reviewed (Swiss-Prot),VPK2_VACCC,Vaccinia virus (strain Copenhagen),439,1a0fcee8c374162d3fab6af9bf64a7e8a608bd3ecedc788ce35f781687f8733f,False,"[""P21095""]","{""P21095"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P21097,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,346,93118c9f4f586305c1e85d59778927ee8f8b9ca08fd35b2ade05d2441b49f00c,404,DIRECT_LOOKUP_SUCCESS,200,P21097,[],UniProtKB reviewed (Swiss-Prot),3BHS_VACCC,Vaccinia virus (strain Copenhagen),346,93118c9f4f586305c1e85d59778927ee8f8b9ca08fd35b2ade05d2441b49f00c,False,"[""P21097""]","{""P21097"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P21290,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,216,be962b188ef4dc259616e510a3d29e3a4301ef9aef0b8e8c46af12f5fdc56fb0,404,DIRECT_LOOKUP_SUCCESS,200,P21290,"[""P41445""]",UniProtKB reviewed (Swiss-Prot),ADPP_NPVAC,Autographa californica nuclear polyhedrosis virus,216,be962b188ef4dc259616e510a3d29e3a4301ef9aef0b8e8c46af12f5fdc56fb0,False,"[""P21290"", ""P41445""]","{""P21290"": 404, ""P41445"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P21293,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,527,b12713bc23f47d539e598af917f5d839f71131e98e0a1707f72094d0f9a7d292,404,DIRECT_LOOKUP_SUCCESS,200,P21293,[],UniProtKB reviewed (Swiss-Prot),KITH_SHV21,Saimiriine herpesvirus 2 (strain 11),527,b12713bc23f47d539e598af917f5d839f71131e98e0a1707f72094d0f9a7d292,False,"[""P21293""]","{""P21293"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P21407,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,998,3e7459207869dee4aaf963508ec7f6bd5ec323c6609c98ac81bff7bfd6540fc9,404,DIRECT_LOOKUP_SUCCESS,200,P21407,[],UniProtKB reviewed (Swiss-Prot),PRO_SMRVH,Squirrel monkey retrovirus,998,3e7459207869dee4aaf963508ec7f6bd5ec323c6609c98ac81bff7bfd6540fc9,False,"[""P21407""]","{""P21407"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P21974,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,219,1ab9974d382dab2b05516cd6a34340c8083d18e9129eb82483b20f4f952e04ad,404,DIRECT_LOOKUP_SUCCESS,200,P21974,[],UniProtKB reviewed (Swiss-Prot),DCK1_FOWPN,Fowlpox virus (strain NVSL),219,1ab9974d382dab2b05516cd6a34340c8083d18e9129eb82483b20f4f952e04ad,False,"[""P21974""]","{""P21974"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P22153,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,643,21cefd8b8a0bf7d7523a59bc09ad1cf6399d11ba5ef551f7155865cbb4edb614,404,DIRECT_LOOKUP_SUCCESS,200,P22153,[],UniProtKB reviewed (Swiss-Prot),VE1_HPV57,Human papillomavirus 57,643,21cefd8b8a0bf7d7523a59bc09ad1cf6399d11ba5ef551f7155865cbb4edb614,False,"[""P22153""]","{""P22153"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P22154,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,625,c2c116bc0fcae9fdce4116640f8ac84a731389412780dd1c7a959c999fdf7649,404,DIRECT_LOOKUP_SUCCESS,200,P22154,[],UniProtKB reviewed (Swiss-Prot),VE1_MMPV1,Macaca mulata papillomavirus 1,625,c2c116bc0fcae9fdce4116640f8ac84a731389412780dd1c7a959c999fdf7649,False,"[""P22154""]","{""P22154"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P22352,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,226,930bb51bfe6232f01f1082481ba5c58db195558ec5b7e88122a3621113cdabf4,404,DIRECT_LOOKUP_SUCCESS,200,P22352,"[""O43787"", ""Q86W78"", ""Q9NZ74"", ""Q9UEL1""]",UniProtKB reviewed (Swiss-Prot),GPX3_HUMAN,Homo sapiens,226,930bb51bfe6232f01f1082481ba5c58db195558ec5b7e88122a3621113cdabf4,False,"[""P22352"", ""O43787"", ""Q86W78"", ""Q9NZ74"", ""Q9UEL1""]","{""P22352"": 404, ""O43787"": 404, ""Q86W78"": 404, ""Q9NZ74"": 404, ""Q9UEL1"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P22416,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,31,e4252eaa33a4656608aa4cd5c4240e83430f0db37f0fa6c233d6e44bce3369a4,404,DIRECT_LOOKUP_SUCCESS,200,P22416,[],UniProtKB reviewed (Swiss-Prot),GST_SERMA,Serratia marcescens,31,e4252eaa33a4656608aa4cd5c4240e83430f0db37f0fa6c233d6e44bce3369a4,False,"[""P22416""]","{""P22416"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P22419,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,605,17e6d52d7d7b477fe31ed4175f8290c56ff67ef57ee690acffbb13a816beb6e8,404,DIRECT_LOOKUP_SUCCESS,200,P22419,[],UniProtKB reviewed (Swiss-Prot),VE1_HPV47,Human papillomavirus 47,605,17e6d52d7d7b477fe31ed4175f8290c56ff67ef57ee690acffbb13a816beb6e8,False,"[""P22419""]","{""P22419"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P22508,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,27,fd4fa5b96867b300fac9676b7c91460c9f40dfa2536623304da75b7e26b235ca,404,DIRECT_LOOKUP_SUCCESS,200,P22508,[],UniProtKB reviewed (Swiss-Prot),FBRL_BADPO,Badhamia polycephala,27,fd4fa5b96867b300fac9676b7c91460c9f40dfa2536623304da75b7e26b235ca,False,"[""P22508""]","{""P22508"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P22573,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,213,01b7a0d7623a8d47728d2c5639eeb9d3671aaef41bdaf13b094c0d7598ddf942,404,DIRECT_LOOKUP_SUCCESS,200,P22573,[],UniProtKB reviewed (Swiss-Prot),DYR_SHV2C,Saimiriine herpesvirus 2 (strain 488),213,01b7a0d7623a8d47728d2c5639eeb9d3671aaef41bdaf13b094c0d7598ddf942,False,"[""P22573""]","{""P22573"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P22649,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,323,4d1f6e49581403bc99b53d6c3a32f37eb0b06bfd4acf198b1db4f9422e07365c,404,DIRECT_LOOKUP_SUCCESS,200,P22649,[],UniProtKB reviewed (Swiss-Prot),KITH_BHV2H,Bovine herpesvirus 2 (strain BHM-1),323,4d1f6e49581403bc99b53d6c3a32f37eb0b06bfd4acf198b1db4f9422e07365c,False,"[""P22649""]","{""P22649"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P22657,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,353,5eab926fc3aa01a32381f16c06d20d94c3c6610d050039452fe8ccff00aa8770,404,DIRECT_LOOKUP_SUCCESS,200,P22657,[],UniProtKB reviewed (Swiss-Prot),RDRP_PVSP,Potato virus S (strain Peruvian),353,5eab926fc3aa01a32381f16c06d20d94c3c6610d050039452fe8ccff00aa8770,False,"[""P22657""]","{""P22657"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P22779,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,18,25b9fd2204b2b8026b69d288b9f99b23bb74cea01aa1e1143741b62cd9648a32,404,DIRECT_LOOKUP_SUCCESS,200,P22779,[],UniProtKB reviewed (Swiss-Prot),CP2AX_BOVIN,Bos taurus,18,25b9fd2204b2b8026b69d288b9f99b23bb74cea01aa1e1143741b62cd9648a32,False,"[""P22779""]","{""P22779"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P22948,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,15,fc2f1f427a64aa2cc55f2464c7cce5bfcef7c286d46bb58518324730e053f11b,404,DIRECT_LOOKUP_SUCCESS,200,P22948,[],UniProtKB reviewed (Swiss-Prot),MCRA_METTE,Methanosarcina thermophila,15,fc2f1f427a64aa2cc55f2464c7cce5bfcef7c286d46bb58518324730e053f11b,False,"[""P22948""]","{""P22948"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P23007,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,433,0bc51622dd02d8a07d80f8465c07b30b7022351710e382f8ffd9cfe0f0bf33bc,404,DIRECT_LOOKUP_SUCCESS,200,P23007,[],UniProtKB reviewed (Swiss-Prot),CISY_CHICK,Gallus gallus,433,0bc51622dd02d8a07d80f8465c07b30b7022351710e382f8ffd9cfe0f0bf33bc,False,"[""P23007""]","{""P23007"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P23049,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,370,917fb0920a7481912cfedca8731da833c28385bd49bc00b78946a4537f54ff95,404,DIRECT_LOOKUP_SUCCESS,200,P23049,"[""Q85458"", ""Q85459""]",UniProtKB reviewed (Swiss-Prot),SEA_AVIET,Avian erythroblastosis virus (strain S13),370,917fb0920a7481912cfedca8731da833c28385bd49bc00b78946a4537f54ff95,False,"[""P23049"", ""Q85458"", ""Q85459""]","{""P23049"": 404, ""Q85458"": 404, ""Q85459"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P23175,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,189,a07c5afa9637c5e4d4e3c92daa89e908f38088dfc095f8fecf1c384b164fb0e1,404,DIRECT_LOOKUP_SUCCESS,200,P23175,[],UniProtKB reviewed (Swiss-Prot),RASH_MSVNS,Murine sarcoma virus NS.C58,189,a07c5afa9637c5e4d4e3c92daa89e908f38088dfc095f8fecf1c384b164fb0e1,False,"[""P23175""]","{""P23175"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P23334,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,69,8fc93e1b01355eb64e3bdbeada68566465bec6070fb995706626d129053790e5,404,DIRECT_LOOKUP_SUCCESS,200,P23334,[],UniProtKB reviewed (Swiss-Prot),MCE_SWPVK,Swinepox virus (strain Kasza),69,8fc93e1b01355eb64e3bdbeada68566465bec6070fb995706626d129053790e5,False,"[""P23334""]","{""P23334"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P23335,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,177,852b2cf8300bceb551046950143c274fa12d2e022c809153e6b8ed6ed36ffa48,404,DIRECT_LOOKUP_SUCCESS,200,P23335,[],UniProtKB reviewed (Swiss-Prot),KITH_SWPVK,Swinepox virus (strain Kasza),177,852b2cf8300bceb551046950143c274fa12d2e022c809153e6b8ed6ed36ffa48,False,"[""P23335""]","{""P23335"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P23373,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,95,9c48b9816efbff35326d649f424fe1939dcecb1eacb046f27bab0c722b74d6a9,404,DIRECT_LOOKUP_SUCCESS,200,P23373,"[""Q76ZV5""]",UniProtKB reviewed (Swiss-Prot),PG072_VACCW,Vaccinia virus (strain Western Reserve),95,9c48b9816efbff35326d649f424fe1939dcecb1eacb046f27bab0c722b74d6a9,False,"[""P23373"", ""Q76ZV5""]","{""P23373"": 404, ""Q76ZV5"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P23764,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,226,3b2f41cd44d4295afd51a1259e6a069571df91362b40c74e7c399a60be59620c,404,DIRECT_LOOKUP_SUCCESS,200,P23764,"[""Q6P6H2""]",UniProtKB reviewed (Swiss-Prot),GPX3_RAT,Rattus norvegicus,226,3b2f41cd44d4295afd51a1259e6a069571df91362b40c74e7c399a60be59620c,False,"[""P23764"", ""Q6P6H2""]","{""P23764"": 404, ""Q6P6H2"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P23983,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,364,668c78f163541f5a77ef68ac6d98cbd30139e9dc8e7cf8a6ccccfe322457fdf6,404,DIRECT_LOOKUP_SUCCESS,200,P23983,[],UniProtKB reviewed (Swiss-Prot),KITH_ILTVT,Infectious laryngotracheitis virus (strain Thorne V882),364,668c78f163541f5a77ef68ac6d98cbd30139e9dc8e7cf8a6ccccfe322457fdf6,False,"[""P23983""]","{""P23983"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P24030,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,590,668d879de727aca68a2c92d06b111f37aa6e9cfc3621003d89baca702e36b150,404,DIRECT_LOOKUP_SUCCESS,200,P24030,[],UniProtKB reviewed (Swiss-Prot),NS1_ADVG,Aleutian mink disease parvovirus (strain G),590,668d879de727aca68a2c92d06b111f37aa6e9cfc3621003d89baca702e36b150,False,"[""P24030""]","{""P24030"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P24096,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,357,fce8e9ff7d4b4beadf463ffcc204244d9a218c21cbdaee9052ee88521cd17b5e,404,DIRECT_LOOKUP_SUCCESS,200,P24096,[],UniProtKB reviewed (Swiss-Prot),KITH_BHV16,Bovine herpesvirus 1 (strain 6660),357,fce8e9ff7d4b4beadf463ffcc204244d9a218c21cbdaee9052ee88521cd17b5e,False,"[""P24096""]","{""P24096"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P24134,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,16,d8e5783d68093f0e723c30bf6d31b57d252a9f90e41be685646a7f3da4c174cb,404,DIRECT_LOOKUP_SUCCESS,200,P24134,[],UniProtKB reviewed (Swiss-Prot),FENR_STRGR,Streptomyces griseus,16,d8e5783d68093f0e723c30bf6d31b57d252a9f90e41be685646a7f3da4c174cb,False,"[""P24134""]","{""P24134"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P24381,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,390,dc3131263e1b2b489d102f1791b1d57c98aa43e30a45dd0ec686c472a0de922f,404,DIRECT_LOOKUP_SUCCESS,200,P24381,"[""Q69397""]",UniProtKB reviewed (Swiss-Prot),US03_SUHVN,Suid herpesvirus 1 (strain NIA-3),390,dc3131263e1b2b489d102f1791b1d57c98aa43e30a45dd0ec686c472a0de922f,False,"[""P24381"", ""Q69397""]","{""P24381"": 404, ""Q69397"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P24389,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,257,ae094055ef479ba71c1bd353b2bec7d3196ff508e3f10df83c9137c41c1a5448,404,DIRECT_LOOKUP_SUCCESS,200,P24389,[],UniProtKB reviewed (Swiss-Prot),IOD1_RAT,Rattus norvegicus,257,ae094055ef479ba71c1bd353b2bec7d3196ff508e3f10df83c9137c41c1a5448,False,"[""P24389""]","{""P24389"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P24424,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,359,915ed7f00aee17498c98a65ea87f56ef1eb7fa537df3e6afc8cf403ada36fc98,404,DIRECT_LOOKUP_SUCCESS,200,P24424,[],UniProtKB reviewed (Swiss-Prot),KITH_BHV1Q,Bovine herpesvirus 1.2 (strain Q3932),359,915ed7f00aee17498c98a65ea87f56ef1eb7fa537df3e6afc8cf403ada36fc98,False,"[""P24424""]","{""P24424"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P24425,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,352,bc09f474c8d396de8c69d6095b0d5a30eacd08de85bbb1a2fbbda4aa6329dba8,404,DIRECT_LOOKUP_SUCCESS,200,P24425,[],UniProtKB reviewed (Swiss-Prot),KITH_EHV4,Equine herpesvirus 4 (strain 1942),352,bc09f474c8d396de8c69d6095b0d5a30eacd08de85bbb1a2fbbda4aa6329dba8,False,"[""P24425""]","{""P24425"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P24486,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,648,e50fe56a6b1b9ced16df6c54e775db97844a7f7e2925b952c3fbd580f8c3d48b,404,DIRECT_LOOKUP_SUCCESS,200,P24486,[],UniProtKB reviewed (Swiss-Prot),NTP1_CBEPV,Choristoneura biennis entomopoxvirus,648,e50fe56a6b1b9ced16df6c54e775db97844a7f7e2925b952c3fbd580f8c3d48b,False,"[""P24486""]","{""P24486"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P24597,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,648,6f548b6a3dab7769d10dee41d4ef1c0f2b7f48085dace6650f715584b5be89c9,404,DIRECT_LOOKUP_SUCCESS,200,P24597,[],UniProtKB reviewed (Swiss-Prot),LT_POVMK,Murine polyomavirus (strain Kilham),648,6f548b6a3dab7769d10dee41d4ef1c0f2b7f48085dace6650f715584b5be89c9,False,"[""P24597""]","{""P24597"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
P24656,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED,168,b7628bb758a51cebdf3889aa670336cfba381d5f1be33e8201eb9d38c2c0d31f,404,DIRECT_LOOKUP_SUCCESS,200,P24656,[],UniProtKB reviewed (Swiss-Prot),PTP_NPVAC,Autographa californica nuclear polyhedrosis virus,168,b7628bb758a51cebdf3889aa670336cfba381d5f1be33e8201eb9d38c2c0d31f,False,"[""P24656""]","{""P24656"": 404}",[],,NO_AVAILABLE_AFDB_V6_ACCESSION_CANDIDATE_FOUND,,False,False,False,False,False,False,same_uniprot_entry_primary_secondary_relationship; No AFDB v6 structure found for any candidate accession
