UniprotID,sequence_source,sequence_length,sequence_sha256,f3_missing_valid_pocket_member,final_missing_pocket_member,phase1_100uid_member,phase1_result_if_any,sampling_stratum_if_available,manifest_derivation
P0DX13,packaged_uid2seq_pkl,165,82b89885e91d1804d9ca861c0309f0d945a93d5466e81c2ecced24689f081e67,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DX14,packaged_uid2seq_pkl,519,e77c7fc50ef295a344cd5e8e7358b2bcc735e954e393f29cdae959270d7bd054,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DX22,packaged_uid2seq_pkl,276,789897f31c1cc86e3cfdbeeb1e0b884121432d299cb33e9b111f031e723d1f4d,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DX23,packaged_uid2seq_pkl,337,de5d30f417c62f872297c424526c5791eab67a399db06e6a83343f5b247a64e8,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DX24,packaged_uid2seq_pkl,366,089a060cbc2a1285a8bdd7c437bc8861ffff5230341272c92d54d16d6fe3dc74,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DX29,packaged_uid2seq_pkl,309,0648a86b70f37a21404f710c213ca66eced895a77738e4d10d3d3926e99df410,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DX40,packaged_uid2seq_pkl,286,7f004408acb9f2899ce048104bdcbc7976c3898f08d194bf6d2cdc3f6aa01eb6,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DX41,packaged_uid2seq_pkl,281,04c4e0d5cbd012f7b5b46a410e26e11cd859a643688005bdafeb6ad9619e9b47,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DX42,packaged_uid2seq_pkl,217,6c9288bca0394d1965b744dad59f998ba904fe41b2da0c2039ee77a1d6b774c0,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DX43,packaged_uid2seq_pkl,251,eff385c2005b172571dea2e7e8d6b5f9221007aee783bf11fa8ecc9e6359b536,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DX54,packaged_uid2seq_pkl,326,6e7f2edb7f90e6767008c78481b3a31a38b7817c9c328a710a0804d63f28d520,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DX62,packaged_uid2seq_pkl,316,6a6edb27a9360b3ebb368b2d454b569d467dd5dba5ffae5d5aa999c9eba8c494,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DX71,packaged_uid2seq_pkl,505,ab80aeacb81017608143d5fe5ec94c29bf883f37ebddda404f7ddb3a012ac520,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DX75,packaged_uid2seq_pkl,505,ab80aeacb81017608143d5fe5ec94c29bf883f37ebddda404f7ddb3a012ac520,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DX84,packaged_uid2seq_pkl,539,ce9ed91b5ab283e237072b42aa5b2d450d339304c60c6cc903c358df5c87b396,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DX85,packaged_uid2seq_pkl,333,c2e34334bf75e7592730f37eb3ec7d821ccad13a288c2ffe2a3fd299a3942973,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DX86,packaged_uid2seq_pkl,380,57f713018257509cc4219eddf067c49f45d2ed404756291ae5b35ba56240854d,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DX91,packaged_uid2seq_pkl,379,cb799fe689207387415761287f8b073eb59e2f8bc8b6919218473c0ae7cdb936,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DX92,packaged_uid2seq_pkl,408,db172f67dbbb1c23808fa791f4a22bf029d391254832f9d0c4090c7a2a2a2228,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DX97,packaged_uid2seq_pkl,306,c90cb279608d4bf25e8b15790c2556c15419565b24b56cb732e66677482da94a,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DX98,packaged_uid2seq_pkl,299,4811e93f18e2f528d2179c6073fe145030af797db159d4e05103eead2d6b1e33,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXA3,packaged_uid2seq_pkl,443,0d90f28edc0b3607c2007cff0284266ee6dc9ece59eaf8af7e0a2a1a230a69a0,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXA5,packaged_uid2seq_pkl,379,743e60021cde8d394ac81d3e5c7a796620ad212868915600ab946be29a094625,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXA6,packaged_uid2seq_pkl,324,21620af25804aca7a56dee9e142eb5ba7e2e8d9ab47e8ab8282597c46eaf58eb,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXB0,packaged_uid2seq_pkl,450,6319ffbf2a90823df406a800f8403d3708d9d167c316244f3fabd4b701755103,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXB2,packaged_uid2seq_pkl,446,2dd2bb10bf2b480ca138d9f060395d843db6b3ec94573674463d01819caefa6c,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXB4,packaged_uid2seq_pkl,485,186583bd99733d0520af3f735660bef0db7e404e1a49f75b960a7be18319a7f9,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXB5,packaged_uid2seq_pkl,435,ed703818900163f28e7b235de71589fed33cac65d3f65da0463d23cfa37e080a,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXB6,packaged_uid2seq_pkl,520,6400cda08c9da6a079c5ef7d91ec1fe9a796db9e75aecc783886633e0840b06c,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXB7,packaged_uid2seq_pkl,353,ddd2404d217cd7770fd7692e0f2260015dfea2d8cddf798471bc4211585aecac,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXB8,packaged_uid2seq_pkl,396,6a7f0d62a053bb5affdfc4f3aae1cb35cad32fca73e72f769894b655e2294411,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXB9,packaged_uid2seq_pkl,587,2106871b524900af5413de896fc97973dc55b1ac45804db56dc355f6a364eeeb,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXC0,packaged_uid2seq_pkl,340,46c667a6f02401fcb400353f82ee144e12a77660f6e8ef38a76786ff954161ad,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXC4,packaged_uid2seq_pkl,400,a9800b843cf357751feda2f9fc4982289046aedc8a8642ab3bf01b20d7af65a2,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXC5,packaged_uid2seq_pkl,352,e153fda74ea6841d00f054dd3a5269581d4fa6b9959b67492648f8e8040df0e3,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXC6,packaged_uid2seq_pkl,485,94c7390dccc62fd7178053efa04ed8faf380416a69b95ed4f44606fb1bd7ac10,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXC7,packaged_uid2seq_pkl,470,2e18f57f32bf71b393f34ec4eedb512f836bf1a48685eb0e88fb4a890230cb23,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXC8,packaged_uid2seq_pkl,474,7c83f5c3a79de2cfd371f5eecb0e092fdc00a568ad9bcf4071b3a35a39de2164,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXD0,packaged_uid2seq_pkl,364,b7461aa3e82b5d0de4d27fc94adb25e365833bfa5b7fd38a5c6942d7b081c9f8,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXD2,packaged_uid2seq_pkl,317,b969e5f1c3c734356ab699aaa60d9e9d6ef819650a6b2edfa5c1ee857d07ce2a,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXD3,packaged_uid2seq_pkl,401,6e84289b8b21617323891cce5642e02d5bfa698da3c4ddbdd448fb5efacf698f,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXD4,packaged_uid2seq_pkl,464,102f71174070318e38fee6c4afed269420eb265399a474ea0ea7a5a7f12e001c,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXD5,packaged_uid2seq_pkl,299,698ae97520c996fcec41dfaa36b3ececce009829ec99c3c0566e4e479ebcc933,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXD6,packaged_uid2seq_pkl,629,78a9f64ce1f4324f8363e2ced539dac26fb01a5246c1d73225e1a512ab649a2f,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXD7,packaged_uid2seq_pkl,208,cd02e10e9981758ad732eaf2c4731c85a813fadb3fe6f0dbbb67ed5f48aa85ad,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXD8,packaged_uid2seq_pkl,559,673a176227e33eb49b14d7ba6e91c644e8aa307f3de9f2b166ca81d888988a20,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXD9,packaged_uid2seq_pkl,304,7d51d1e633c39323ef3fe5e5946afd3deb79e675144ecb1cb2250d07046ebcae,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXE0,packaged_uid2seq_pkl,259,c09e06788f679c2bc62c19a6c7364cf6da3f4cb984b5353c6e4034c349b83e26,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXE1,packaged_uid2seq_pkl,249,a88818124da9c8f6fcd601738a1728464a88fc779f2808837057cb3b012f1e53,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXE2,packaged_uid2seq_pkl,574,1c96c5c0aa890749bbc4ee6d652cde70a4a1380da9e7aca87f1e3ac3509cc2d1,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXE3,packaged_uid2seq_pkl,590,043c0b6cbb57ed0685eac20873b3274efcf6f71001814ca11210cdc3a61d6d55,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXE4,packaged_uid2seq_pkl,501,38d04e7c420155b154c84fe66c3cae5eb7f8b8180b9d229a4167728c0994dee3,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXE5,packaged_uid2seq_pkl,348,1c90b47332b610395d5f9aad7a2bf895416dae7ad7b8c8a072cb6cce348d022d,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXE6,packaged_uid2seq_pkl,132,534eb0ec2eeb0a30c38bd2df07eff3a64899165b7359fbccd40363fa2bb4b139,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXE7,packaged_uid2seq_pkl,201,443af544d977b3094f28fb2236e1dc4616d7f9984e5964d23cf4e45a8384d11b,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXF1,packaged_uid2seq_pkl,502,fe36bff0e9fa5d805f0216ba8ba357abda414b8029e6b3eb411f9a0cd114b11a,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXF9,packaged_uid2seq_pkl,372,f4d6b48055cabb2686ff7e7d8d1439e7db29423d235dc4088557799e26aa75af,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXG0,packaged_uid2seq_pkl,461,425272781524f054fbea7a76a23f86ffdfd9bc2094644ade56aa5503a24fe2fe,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXG4,packaged_uid2seq_pkl,523,ad02dd1d905c42f099c147079c1f191854de98dbd6d38beb318358ab6163b5ba,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXG6,packaged_uid2seq_pkl,247,221fc9eb61db75050a3de3b4e7de5eeb9eda6e5b7eca6873622ae8201d427a7b,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXG7,packaged_uid2seq_pkl,169,9de4ba2d1c4af2aa958494d811cfc11376a18b8e31621a5c7b5d64582a12fddf,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXG8,packaged_uid2seq_pkl,330,ad2ea907ea45035c9658ce71d6525af775e5e2cb247a1245bff85cb9dce29966,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXG9,packaged_uid2seq_pkl,318,463bf5b212b4582fb738f2c9ea23bef6319fec37f7b879ba14bb15d955e2f48a,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXH0,packaged_uid2seq_pkl,334,d557a2738f89129bdf72e86b894e4072c90af8e1143f3d51dffa516ee6943e8b,true,true,true,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER,OLD_POOL_WITHOUT_POCKET_INTERSECT_FINAL_MISSING,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXH1,packaged_uid2seq_pkl,213,71ecf2ac76f9d4d66847b8ec5141475cfe45d1d521593b9c0cd2bf0ef92b2c49,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXH2,packaged_uid2seq_pkl,423,b28969d064e3fa6326b0ae9bc85f7d1ba47a121bced5546fd7152f88f98510e5,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXH3,packaged_uid2seq_pkl,271,6f61299dc32842030c0aa48d0d1ff379a05a2fa4048760956b6cde79a49c0214,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXH4,packaged_uid2seq_pkl,490,458bb78894b9d3efa72f812d3bea2d830454749ea871ad3797df0433e3c54e74,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXH5,packaged_uid2seq_pkl,433,0b61c10f11343fa0b2a16b630afbe4fa4cc249d3bc2e77b009ff3714988d9561,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXH6,packaged_uid2seq_pkl,451,1acbf0308add3c20f31992725f86eb58a8ab998ca5dab1f5aa0623d16a468f95,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXH7,packaged_uid2seq_pkl,320,ba2cc02f6bf5731039d42ca4994f98459b8b8000d4a82f86c8461ba778c4fb4d,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXH8,packaged_uid2seq_pkl,478,527868725d1038d7aa5facbfcd13314ee32fcbdade4387e3ccd5e6177ae87dea,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXH9,packaged_uid2seq_pkl,332,8dadf903ecc2d526889ec56569f737056a6ed40b814d95879192ac4ba3adc2f2,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXI1,packaged_uid2seq_pkl,774,722b360259c628b3054af9ddc893e00560f0465b814aefa71945b0f9d424bd32,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXI2,packaged_uid2seq_pkl,762,15f4e1c79d083b491735ffb8dcd8380285357ae4b11f60b72e9d1996021fb19c,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXI3,packaged_uid2seq_pkl,508,f2ab296f6d670976421353a074d7a36ad80edaac9b34ebc21725bb856b1dc170,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXI4,packaged_uid2seq_pkl,516,be0048a3fb8d04b30f2d5b9c6c5feeb5a46cc7e9df98bc11f3e86917896f80d5,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXJ0,packaged_uid2seq_pkl,463,cbfd347d07189b0822d33d2796743f860cc8f31b600bad993a5e1f6bcfca7a17,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXJ1,packaged_uid2seq_pkl,365,be11b71809d30f0c5458041f2312ead6b14de7b52ebdd4b914b15674410bd94d,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXJ2,packaged_uid2seq_pkl,511,706fd69d57783df7add38c44c3e1cf2feb5cbcbc3afb9480407dd97165056ba4,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXJ3,packaged_uid2seq_pkl,360,1933079f07120bf5b2fe0ecc1f607c3e5acf58131be2f829cf6de54cffcec9ac,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXJ4,packaged_uid2seq_pkl,379,65d919ebd4646b3b1ec9c5e4e65248a0a9278098c4edeb33747ee0fa238c53ed,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXJ5,packaged_uid2seq_pkl,362,d8e428e5582a9f9deeaba106d2f89f040034c96a765f282c6106bf8a9dc8a981,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXJ6,packaged_uid2seq_pkl,501,cf1c501bf49980a8033f65c81b1d9368e84836ef38b43187012d2a371a9959e3,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXJ7,packaged_uid2seq_pkl,386,36196fd2cec7ea6036156153f088bdd493e49859d7f96a60823f81a089826258,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXJ8,packaged_uid2seq_pkl,386,e852cb0b91cf6cefe06f3c313aa151d98f2704a10a8a7f27f4aeba8e7dc4fdb7,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXJ9,packaged_uid2seq_pkl,364,34f9d6f6d6eb51b725ed99e829fdbbca9aeb09eef8b86ae38aa352e2717c3606,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXU5,packaged_uid2seq_pkl,322,2ca962384eab52f63840ebe294f20a563ed32fb8966a77e2f1c8c7c091f6e9f3,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXU7,packaged_uid2seq_pkl,316,bfff69d1d7d031108e1c50bbb606696118d87057cab6e04b802323f2c0487534,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXU9,packaged_uid2seq_pkl,511,a64d471b7671e38c6cea7bce97558a2ede1a3a938dacb056f2034f73583fb71d,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXV0,packaged_uid2seq_pkl,540,7892b58432fcc729eff0e7866dfac47e6055a778388a0efd41daa5ff7eb4bdd5,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXV1,packaged_uid2seq_pkl,264,9d95ee40b689b53793e1326b5c6bfc2a9c1aa1eebfb365d9fc2d0250df01e630,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXX5,packaged_uid2seq_pkl,163,341197d06eae7bdb9b8490afd8b9a74228a2641a42ddea4ea0c0078a4eb3a2cc,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXY1,packaged_uid2seq_pkl,674,d0a9daceb358a7ab215246a52585cb052774e4be4676ac0c90d1d7ce1289a52e,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXY3,packaged_uid2seq_pkl,330,2901b7ef22a0973e841fdb45a07b3671900981f3b46eb242c0069a23baf504a7,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXZ0,packaged_uid2seq_pkl,399,70214ca8ae71a433d6096ebfd9dce33a5f036f03c9ddb435d38ceca9cf7cf469,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXZ1,packaged_uid2seq_pkl,332,d233fd888471e43669f332aeb0b2fac44fb59ce5fab9d43f3919864cdb20c35d,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DXZ6,packaged_uid2seq_pkl,179,50594be59aa7852dcdccd4fd13825b239fed46dff2ce31a488ef868edb881b3b,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DY05,packaged_uid2seq_pkl,373,e7bbdfb124fa6a1f8e0776ef9cfe10605110b022d22f31aa7d87fd2dc63013ef,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DY06,packaged_uid2seq_pkl,346,8542949467c46c0d10eb516705d760b1c4148a32078df1045ffb85da51143601,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DY07,packaged_uid2seq_pkl,394,af09f26a5420425be58eeedbd38a5518b9f01e8f548d776db14ae23b9668a66c,true,true,true,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER,OLD_POOL_WITHOUT_POCKET_INTERSECT_FINAL_MISSING,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DY08,packaged_uid2seq_pkl,509,c1ba34a51c60e4a30d6a6df79dbcba1ecb7816ee93633d7d82131686b8de2d64,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DY09,packaged_uid2seq_pkl,546,b722509532fb4a022be6cd99f74c9d150a42c66ef0a18e7d042250c2da8995a3,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DY10,packaged_uid2seq_pkl,363,b19635ee4d67af908a0781dade793b680c88730f07731c319a016644dbdddf75,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DY11,packaged_uid2seq_pkl,461,2c19a3f5fa01167e965d463f5b22a8a0258c49c785b728c787a48dc3b486d3dd,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DY12,packaged_uid2seq_pkl,423,a38de46e0f0cf1a1c56783e48d225058df0fd5514bb221e93596065ee5146917,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DY14,packaged_uid2seq_pkl,370,1c745623c78bb75322fd8f94fc4ea3844dccc5f7a40bfff7b189dda85b0bb7af,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DY29,packaged_uid2seq_pkl,575,d7468caf9dcca31e623719a5c0e847bb61acbb9b991d3bf7f9fc59bccf38dc71,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DY30,packaged_uid2seq_pkl,335,8375edf9f67b74d1bf8f2ca1779a8921d2d5ebee5409fa13cae58d8d8fc58da6,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DY32,packaged_uid2seq_pkl,532,3cc757c24dd1e78b845020c3ccb62b358c2c7014f13c61c6fb80719364f2ee02,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DY33,packaged_uid2seq_pkl,346,2aac69fffae9b2cc337bbff9e9201dc7150795b96e03d79bc97ed86beef1a3d8,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DY34,packaged_uid2seq_pkl,260,c14136e0140117e3207bf7b2b984a8fcc91aab4ba79075dee4dbafe531b5e14d,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
P0DY42,packaged_uid2seq_pkl,162,404db42b38aab605cbb4c8855fc8234b40c27f7aa32db32e13dc10a26c5358b8,true,true,false,,,strict_uids(all_enzymes.csv) - valid_pocket_uids(pocket_info.csv with non-empty pocket_residues)
