UniprotID,original_uid,uniprot_query_status,primary_accession,secondary_accessions,canonical_or_isoform,organism,sequence_length,afdb_primary_probe_status,afdb_secondary_probe_status,reviewed_accession_candidate,reviewed_accession_action,review_notes
P22154,P22154,,,,,,625,404,,,,AFDB v6 structure could not be fetched for the original UID.
P22352,P22352,,,,,,226,404,,,,AFDB v6 structure could not be fetched for the original UID.
P22416,P22416,,,,,,31,404,,,,AFDB v6 structure could not be fetched for the original UID.
P22419,P22419,,,,,,605,404,,,,AFDB v6 structure could not be fetched for the original UID.
P22508,P22508,,,,,,27,404,,,,AFDB v6 structure could not be fetched for the original UID.
P22573,P22573,,,,,,213,404,,,,AFDB v6 structure could not be fetched for the original UID.
P22649,P22649,,,,,,323,404,,,,AFDB v6 structure could not be fetched for the original UID.
P22657,P22657,,,,,,353,404,,,,AFDB v6 structure could not be fetched for the original UID.
P22779,P22779,,,,,,18,404,,,,AFDB v6 structure could not be fetched for the original UID.
P22948,P22948,,,,,,15,404,,,,AFDB v6 structure could not be fetched for the original UID.
P23007,P23007,,,,,,433,404,,,,AFDB v6 structure could not be fetched for the original UID.
P23049,P23049,,,,,,370,404,,,,AFDB v6 structure could not be fetched for the original UID.
P23175,P23175,,,,,,189,404,,,,AFDB v6 structure could not be fetched for the original UID.
P23334,P23334,,,,,,69,404,,,,AFDB v6 structure could not be fetched for the original UID.
P23335,P23335,,,,,,177,404,,,,AFDB v6 structure could not be fetched for the original UID.
P23373,P23373,,,,,,95,404,,,,AFDB v6 structure could not be fetched for the original UID.
P23764,P23764,,,,,,226,404,,,,AFDB v6 structure could not be fetched for the original UID.
P23983,P23983,,,,,,364,404,,,,AFDB v6 structure could not be fetched for the original UID.
P24030,P24030,,,,,,590,404,,,,AFDB v6 structure could not be fetched for the original UID.
P24096,P24096,,,,,,357,404,,,,AFDB v6 structure could not be fetched for the original UID.
P24134,P24134,,,,,,16,404,,,,AFDB v6 structure could not be fetched for the original UID.
P24381,P24381,,,,,,390,404,,,,AFDB v6 structure could not be fetched for the original UID.
P24389,P24389,,,,,,257,404,,,,AFDB v6 structure could not be fetched for the original UID.
P24424,P24424,,,,,,359,404,,,,AFDB v6 structure could not be fetched for the original UID.
P24425,P24425,,,,,,352,404,,,,AFDB v6 structure could not be fetched for the original UID.
P24486,P24486,,,,,,648,404,,,,AFDB v6 structure could not be fetched for the original UID.
P24597,P24597,,,,,,648,404,,,,AFDB v6 structure could not be fetched for the original UID.
P24656,P24656,,,,,,168,404,,,,AFDB v6 structure could not be fetched for the original UID.
P24829,P24829,,,,,,647,404,,,,AFDB v6 structure could not be fetched for the original UID.
P24842,P24842,,,,,,668,404,,,,AFDB v6 structure could not be fetched for the original UID.
P24851,P24851,,,,,,619,404,,,,AFDB v6 structure could not be fetched for the original UID.
P25013,P25013,,,,,,14,404,,,,AFDB v6 structure could not be fetched for the original UID.
P25020,P25020,,,,,,526,404,,,,AFDB v6 structure could not be fetched for the original UID.
P25072,P25072,,,,,,12,404,,,,AFDB v6 structure could not be fetched for the original UID.
P25481,P25481,,,,,,643,404,,,,AFDB v6 structure could not be fetched for the original UID.
P25933,P25933,,,,,,14,404,,,,AFDB v6 structure could not be fetched for the original UID.
P25934,P25934,,,,,,15,404,,,,AFDB v6 structure could not be fetched for the original UID.
P25950,P25950,,,,,,836,404,,,,AFDB v6 structure could not be fetched for the original UID.
P25987,P25987,,,,,,350,404,,,,AFDB v6 structure could not be fetched for the original UID.
P26192,P26192,,,,,,692,000,,,,AFDB v6 structure could not be fetched for the original UID.
P26460,P26460,,,,,,52,404,,,,AFDB v6 structure could not be fetched for the original UID.
P26542,P26542,,,,,,606,404,,,,AFDB v6 structure could not be fetched for the original UID.
P26543,P26543,,,,,,644,404,,,,AFDB v6 structure could not be fetched for the original UID.
P26544,P26544,,,,,,634,404,,,,AFDB v6 structure could not be fetched for the original UID.
P26653,P26653,,,,,,372,404,,,,AFDB v6 structure could not be fetched for the original UID.
P26670,P26670,,,,,,346,404,,,,AFDB v6 structure could not be fetched for the original UID.
P26685,P26685,,,,,,779,404,,,,AFDB v6 structure could not be fetched for the original UID.
P26713,P26713,,,,,,327,404,,,,AFDB v6 structure could not be fetched for the original UID.
P26970,P26970,,,,,,150,404,,,,AFDB v6 structure could not be fetched for the original UID.
P26971,P26971,,,,,,158,404,,,,AFDB v6 structure could not be fetched for the original UID.
P27220,P27220,,,,,,637,404,,,,AFDB v6 structure could not be fetched for the original UID.
P27221,P27221,,,,,,643,404,,,,AFDB v6 structure could not be fetched for the original UID.
P27327,P27327,,,,,,162,404,,,,AFDB v6 structure could not be fetched for the original UID.
P27328,P27328,,,,,,40,404,,,,AFDB v6 structure could not be fetched for the original UID.
P27363,P27363,,,,,,320,404,,,,AFDB v6 structure could not be fetched for the original UID.
P27421,P27421,,,,,,186,404,,,,AFDB v6 structure could not be fetched for the original UID.
P27438,P27438,,,,,,668,404,,,,AFDB v6 structure could not be fetched for the original UID.
P27454,P27454,,,,,,849,404,,,,AFDB v6 structure could not be fetched for the original UID.
P27551,P27551,,,,,,614,404,,,,AFDB v6 structure could not be fetched for the original UID.
P27582,P27582,,,,,,201,404,,,,AFDB v6 structure could not be fetched for the original UID.
P27583,P27583,,,,,,106,404,,,,AFDB v6 structure could not be fetched for the original UID.
P27966,P27966,,,,,,450,404,,,,AFDB v6 structure could not be fetched for the original UID.
P28378,P28378,,,,,,466,404,,,,AFDB v6 structure could not be fetched for the original UID.
P28380,P28380,,,,,,459,404,,,,AFDB v6 structure could not be fetched for the original UID.
P28390,P28390,,,,,,459,404,,,,AFDB v6 structure could not be fetched for the original UID.
P28392,P28392,,,,,,475,404,,,,AFDB v6 structure could not be fetched for the original UID.
P28409,P28409,,,,,,466,404,,,,AFDB v6 structure could not be fetched for the original UID.
P28413,P28413,,,,,,467,404,,,,AFDB v6 structure could not be fetched for the original UID.
P28419,P28419,,,,,,465,404,,,,AFDB v6 structure could not be fetched for the original UID.
P28421,P28421,,,,,,466,404,,,,AFDB v6 structure could not be fetched for the original UID.
P28429,P28429,,,,,,466,404,,,,AFDB v6 structure could not be fetched for the original UID.
P28436,P28436,,,,,,466,404,,,,AFDB v6 structure could not be fetched for the original UID.
P28438,P28438,,,,,,465,404,,,,AFDB v6 structure could not be fetched for the original UID.
P28453,P28453,,,,,,467,404,,,,AFDB v6 structure could not be fetched for the original UID.
P28459,P28459,,,,,,475,404,,,,AFDB v6 structure could not be fetched for the original UID.
P28467,P28467,,,,,,15,404,,,,AFDB v6 structure could not be fetched for the original UID.
P28624,P28624,,,,,,452,404,,,,AFDB v6 structure could not be fetched for the original UID.
P28846,P28846,,,,,,790,404,,,,AFDB v6 structure could not be fetched for the original UID.
P28847,P28847,,,,,,321,404,,,,AFDB v6 structure could not be fetched for the original UID.
P28851,P28851,,,,,,178,404,,,,AFDB v6 structure could not be fetched for the original UID.
P28852,P28852,,,,,,182,404,,,,AFDB v6 structure could not be fetched for the original UID.
P28855,P28855,,,,,,228,404,,,,AFDB v6 structure could not be fetched for the original UID.
P28892,P28892,,,,,,326,404,,,,AFDB v6 structure could not be fetched for the original UID.
P28926,P28926,,,,,,382,404,,,,AFDB v6 structure could not be fetched for the original UID.
P28966,P28966,,,,,,594,404,,,,AFDB v6 structure could not be fetched for the original UID.
P29177,P29177,,,,,,9,404,,,,AFDB v6 structure could not be fetched for the original UID.
P29188,P29188,,,,,,20,404,,,,AFDB v6 structure could not be fetched for the original UID.
P29259,P29259,,,,,,16,404,,,,AFDB v6 structure could not be fetched for the original UID.
P29260,P29260,,,,,,15,404,,,,AFDB v6 structure could not be fetched for the original UID.
P29261,P29261,,,,,,10,404,,,,AFDB v6 structure could not be fetched for the original UID.
P29262,P29262,,,,,,13,404,,,,AFDB v6 structure could not be fetched for the original UID.
P29263,P29263,,,,,,14,404,,,,AFDB v6 structure could not be fetched for the original UID.
P29264,P29264,,,,,,16,404,,,,AFDB v6 structure could not be fetched for the original UID.
P29265,P29265,,,,,,15,404,,,,AFDB v6 structure could not be fetched for the original UID.
P29605,P29605,,,,,,56,404,,,,AFDB v6 structure could not be fetched for the original UID.
P29814,P29814,,,,,,648,404,,,,AFDB v6 structure could not be fetched for the original UID.
P29883,P29883,,,,,,319,404,,,,AFDB v6 structure could not be fetched for the original UID.
P29884,P29884,,,,,,405,404,,,,AFDB v6 structure could not be fetched for the original UID.
P29885,P29885,,,,,,372,404,,,,AFDB v6 structure could not be fetched for the original UID.
P30007,P30007,,,,,,376,404,,,,AFDB v6 structure could not be fetched for the original UID.
P30168,P30168,,,,,,377,000,,,,AFDB v6 structure could not be fetched for the original UID.
P30169,P30169,,,,,,377,404,,,,AFDB v6 structure could not be fetched for the original UID.
P30215,P30215,,,,,,424,404,,,,AFDB v6 structure could not be fetched for the original UID.
P30662,P30662,,,,,,398,404,,,,AFDB v6 structure could not be fetched for the original UID.
P30810,P30810,,,,,,63,404,,,,AFDB v6 structure could not be fetched for the original UID.
P30918,P30918,,,,,,34,404,,,,AFDB v6 structure could not be fetched for the original UID.
P30930,P30930,,,,,,188,404,,,,AFDB v6 structure could not be fetched for the original UID.
P31118,P31118,,,,,,326,404,,,,AFDB v6 structure could not be fetched for the original UID.
P31182,P31182,,,,,,54,404,,,,AFDB v6 structure could not be fetched for the original UID.
P31183,P31183,,,,,,459,404,,,,AFDB v6 structure could not be fetched for the original UID.
P31184,P31184,,,,,,448,404,,,,AFDB v6 structure could not be fetched for the original UID.
P31196,P31196,,,,,,143,404,,,,AFDB v6 structure could not be fetched for the original UID.
P31201,P31201,,,,,,452,404,,,,AFDB v6 structure could not be fetched for the original UID.
P31202,P31202,,,,,,449,404,,,,AFDB v6 structure could not be fetched for the original UID.
P31613,P31613,,,,,,424,404,,,,AFDB v6 structure could not be fetched for the original UID.
P31614,P31614,,,,,,439,404,,,,AFDB v6 structure could not be fetched for the original UID.
P31615,P31615,,,,,,428,404,,,,AFDB v6 structure could not be fetched for the original UID.
P31625,P31625,,,,,,866,404,,,,AFDB v6 structure could not be fetched for the original UID.
P31654,P31654,,,,,,383,404,,,,AFDB v6 structure could not be fetched for the original UID.
P31693,P31693,,,,,,523,404,,,,AFDB v6 structure could not be fetched for the original UID.
P31748,P31748,,,,,,501,404,,,,AFDB v6 structure could not be fetched for the original UID.
P31859,P31859,,,,,,12,404,,,,AFDB v6 structure could not be fetched for the original UID.
P32094,P32094,,,,,,868,404,,,,AFDB v6 structure could not be fetched for the original UID.
P32208,P32208,,,,,,142,404,,,,AFDB v6 structure could not be fetched for the original UID.
P32209,P32209,,,,,,274,404,,,,AFDB v6 structure could not be fetched for the original UID.
P32216,P32216,,,,,,440,404,,,,AFDB v6 structure could not be fetched for the original UID.
P32270,P32270,,,,,,439,404,,,,AFDB v6 structure could not be fetched for the original UID.
P32282,P32282,,,,,,754,404,,,,AFDB v6 structure could not be fetched for the original UID.
P32428,P32428,,,,,,154,404,,,,AFDB v6 structure could not be fetched for the original UID.
P32516,P32516,,,,,,382,404,,,,AFDB v6 structure could not be fetched for the original UID.
P32593,P32593,,,,,,354,404,,,,AFDB v6 structure could not be fetched for the original UID.
P32933,P32933,,,,,,325,404,,,,AFDB v6 structure could not be fetched for the original UID.
P32934,P32934,,,,,,325,404,,,,AFDB v6 structure could not be fetched for the original UID.
P32935,P32935,,,,,,325,404,,,,AFDB v6 structure could not be fetched for the original UID.
P33052,P33052,,,,,,333,404,,,,AFDB v6 structure could not be fetched for the original UID.
P33072,P33072,,,,,,418,404,,,,AFDB v6 structure could not be fetched for the original UID.
P33422,P33422,,,,,,301,404,,,,AFDB v6 structure could not be fetched for the original UID.
P33468,P33468,,,,,,421,404,,,,AFDB v6 structure could not be fetched for the original UID.
P33497,P33497,,,,,,442,404,,,,AFDB v6 structure could not be fetched for the original UID.
P33623,P33623,,,,,,451,404,,,,AFDB v6 structure could not be fetched for the original UID.
P33800,P33800,,,,,,300,404,,,,AFDB v6 structure could not be fetched for the original UID.
P33801,P33801,,,,,,439,404,,,,AFDB v6 structure could not be fetched for the original UID.
P33802,P33802,,,,,,686,404,,,,AFDB v6 structure could not be fetched for the original UID.
P33815,P33815,,,,,,372,404,,,,AFDB v6 structure could not be fetched for the original UID.
P34039,P34039,,,,,,19,404,,,,AFDB v6 structure could not be fetched for the original UID.
P34206,P34206,,,,,,299,404,,,,AFDB v6 structure could not be fetched for the original UID.
P35946,P35946,,,,,,10,404,,,,AFDB v6 structure could not be fetched for the original UID.
P36216,P36216,,,,,,367,404,,,,AFDB v6 structure could not be fetched for the original UID.
P36226,P36226,,,,,,350,404,,,,AFDB v6 structure could not be fetched for the original UID.
P36232,P36232,,,,,,36,404,,,,AFDB v6 structure could not be fetched for the original UID.
P36311,P36311,,,,,,668,404,,,,AFDB v6 structure could not be fetched for the original UID.
P36479,P36479,,,,,,466,404,,,,AFDB v6 structure could not be fetched for the original UID.
P36480,P36480,,,,,,441,404,,,,AFDB v6 structure could not be fetched for the original UID.
P36483,P36483,,,,,,445,404,,,,AFDB v6 structure could not be fetched for the original UID.
P36484,P36484,,,,,,471,404,,,,AFDB v6 structure could not be fetched for the original UID.
P36485,P36485,,,,,,468,404,,,,AFDB v6 structure could not be fetched for the original UID.
P36487,P36487,,,,,,443,404,,,,AFDB v6 structure could not be fetched for the original UID.
P36488,P36488,,,,,,416,404,,,,AFDB v6 structure could not be fetched for the original UID.
P36489,P36489,,,,,,471,404,,,,AFDB v6 structure could not be fetched for the original UID.
P36490,P36490,,,,,,443,404,,,,AFDB v6 structure could not be fetched for the original UID.
P36510,P36510,,,,,,527,404,,,,AFDB v6 structure could not be fetched for the original UID.
P36719,P36719,,,,,,659,404,,,,AFDB v6 structure could not be fetched for the original UID.
P36720,P36720,,,,,,681,404,,,,AFDB v6 structure could not be fetched for the original UID.
P36721,P36721,,,,,,605,404,,,,AFDB v6 structure could not be fetched for the original UID.
P36722,P36722,,,,,,638,404,,,,AFDB v6 structure could not be fetched for the original UID.
P36723,P36723,,,,,,643,404,,,,AFDB v6 structure could not be fetched for the original UID.
P36724,P36724,,,,,,642,404,,,,AFDB v6 structure could not be fetched for the original UID.
P36725,P36725,,,,,,647,404,,,,AFDB v6 structure could not be fetched for the original UID.
P36727,P36727,,,,,,647,404,,,,AFDB v6 structure could not be fetched for the original UID.
P36728,P36728,,,,,,643,404,,,,AFDB v6 structure could not be fetched for the original UID.
P36729,P36729,,,,,,609,404,,,,AFDB v6 structure could not be fetched for the original UID.
P36730,P36730,,,,,,647,404,,,,AFDB v6 structure could not be fetched for the original UID.
P36968,P36968,,,,,,197,404,,,,AFDB v6 structure could not be fetched for the original UID.
P36969,P36969,,,,,,197,404,,,,AFDB v6 structure could not be fetched for the original UID.
P36970,P36970,,,,,,197,404,,,,AFDB v6 structure could not be fetched for the original UID.
P37141,P37141,,,,,,226,404,,,,AFDB v6 structure could not be fetched for the original UID.
P37356,P37356,,,,,,24,404,,,,AFDB v6 structure could not be fetched for the original UID.
P37365,P37365,,,,,,30,404,,,,AFDB v6 structure could not be fetched for the original UID.
P37987,P37987,,,,,,260,404,,,,AFDB v6 structure could not be fetched for the original UID.
P39262,P39262,,,,,,171,404,,,,AFDB v6 structure could not be fetched for the original UID.
P39421,P39421,,,,,,200,404,,,,AFDB v6 structure could not be fetched for the original UID.
P39423,P39423,,,,,,207,404,,,,AFDB v6 structure could not be fetched for the original UID.
P39915,P39915,,,,,,463,404,,,,AFDB v6 structure could not be fetched for the original UID.
P41415,P41415,,,,,,272,404,,,,AFDB v6 structure could not be fetched for the original UID.
P41469,P41469,,,,,,262,404,,,,AFDB v6 structure could not be fetched for the original UID.
P41476,P41476,,,,,,694,404,,,,AFDB v6 structure could not be fetched for the original UID.
P41477,P41477,,,,,,464,404,,,,AFDB v6 structure could not be fetched for the original UID.
P41480,P41480,,,,,,259,404,,,,AFDB v6 structure could not be fetched for the original UID.
P41676,P41676,,,,,,215,404,,,,AFDB v6 structure could not be fetched for the original UID.
P41719,P41719,,,,,,267,404,,,,AFDB v6 structure could not be fetched for the original UID.
P41720,P41720,,,,,,274,404,,,,AFDB v6 structure could not be fetched for the original UID.
P42490,P42490,,,,,,240,404,,,,AFDB v6 structure could not be fetched for the original UID.
P42491,P42491,,,,,,778,404,,,,AFDB v6 structure could not be fetched for the original UID.
P42492,P42492,,,,,,334,404,,,,AFDB v6 structure could not be fetched for the original UID.
P42493,P42493,,,,,,298,404,,,,AFDB v6 structure could not be fetched for the original UID.
P43806,P43806,,,,,,436,404,,,,AFDB v6 structure could not be fetched for the original UID.
P43836,P43836,,,,,,401,404,,,,AFDB v6 structure could not be fetched for the original UID.
P43892,P43892,,,,,,231,404,,,,AFDB v6 structure could not be fetched for the original UID.
P43911,P43911,,,,,,346,404,,,,AFDB v6 structure could not be fetched for the original UID.
P44197,P44197,,,,,,239,404,,,,AFDB v6 structure could not be fetched for the original UID.
P44431,P44431,,,,,,286,404,,,,AFDB v6 structure could not be fetched for the original UID.
P44534,P44534,,,,,,195,404,,,,AFDB v6 structure could not be fetched for the original UID.
P44785,P44785,,,,,,345,404,,,,AFDB v6 structure could not be fetched for the original UID.
P45120,P45120,,,,,,152,404,,,,AFDB v6 structure could not be fetched for the original UID.
P45845,P45845,,,,,,249,404,,,,AFDB v6 structure could not be fetched for the original UID.
P46364,P46364,,,,,,42,404,,,,AFDB v6 structure could not be fetched for the original UID.
P46366,P46366,,,,,,44,404,,,,AFDB v6 structure could not be fetched for the original UID.
P46412,P46412,,,,,,226,404,,,,AFDB v6 structure could not be fetched for the original UID.
P46796,P46796,,,,,,264,404,,,,AFDB v6 structure could not be fetched for the original UID.
P48073,P48073,,,,,,435,404,,,,AFDB v6 structure could not be fetched for the original UID.
P48074,P48074,,,,,,436,404,,,,AFDB v6 structure could not be fetched for the original UID.
P48429,P48429,,,,,,20,404,,,,AFDB v6 structure could not be fetched for the original UID.
P48438,P48438,,,,,,76,404,,,,AFDB v6 structure could not be fetched for the original UID.
P48689,P48689,,,,,,477,404,,,,AFDB v6 structure could not be fetched for the original UID.
P48691,P48691,,,,,,467,404,,,,AFDB v6 structure could not be fetched for the original UID.
P48699,P48699,,,,,,474,404,,,,AFDB v6 structure could not be fetched for the original UID.
P48712,P48712,,,,,,440,404,,,,AFDB v6 structure could not be fetched for the original UID.
P49823,P49823,,,,,,388,404,,,,AFDB v6 structure could not be fetched for the original UID.
P49894,P49894,,,,,,244,404,,,,AFDB v6 structure could not be fetched for the original UID.
P49895,P49895,,,,,,249,404,,,,AFDB v6 structure could not be fetched for the original UID.
P49896,P49896,,,,,,264,404,,,,AFDB v6 structure could not be fetched for the original UID.
P49897,P49897,,,,,,304,404,,,,AFDB v6 structure could not be fetched for the original UID.
P49898,P49898,,,,,,269,404,,,,AFDB v6 structure could not be fetched for the original UID.
P49899,P49899,,,,,,271,404,,,,AFDB v6 structure could not be fetched for the original UID.
P50642,P50642,,,,,,789,404,,,,AFDB v6 structure could not be fetched for the original UID.
P50643,P50643,,,,,,835,404,,,,AFDB v6 structure could not be fetched for the original UID.
P50644,P50644,,,,,,320,404,,,,AFDB v6 structure could not be fetched for the original UID.
P50645,P50645,,,,,,303,404,,,,AFDB v6 structure could not be fetched for the original UID.
P50646,P50646,,,,,,787,404,,,,AFDB v6 structure could not be fetched for the original UID.
P50758,P50758,,,,,,605,404,,,,AFDB v6 structure could not be fetched for the original UID.
P50759,P50759,,,,,,603,404,,,,AFDB v6 structure could not be fetched for the original UID.
P50760,P50760,,,,,,608,404,,,,AFDB v6 structure could not be fetched for the original UID.
P50761,P50761,,,,,,607,404,,,,AFDB v6 structure could not be fetched for the original UID.
P50762,P50762,,,,,,607,404,,,,AFDB v6 structure could not be fetched for the original UID.
P50763,P50763,,,,,,662,404,,,,AFDB v6 structure could not be fetched for the original UID.
P50764,P50764,,,,,,660,404,,,,AFDB v6 structure could not be fetched for the original UID.
P50765,P50765,,,,,,652,404,,,,AFDB v6 structure could not be fetched for the original UID.
P50808,P50808,,,,,,604,404,,,,AFDB v6 structure could not be fetched for the original UID.
P50972,P50972,,,,,,158,404,,,,AFDB v6 structure could not be fetched for the original UID.
P51101,P51101,,,,,,477,404,,,,AFDB v6 structure could not be fetched for the original UID.
P51518,P51518,,,,,,908,404,,,,AFDB v6 structure could not be fetched for the original UID.
P51552,P51552,,,,,,256,404,,,,AFDB v6 structure could not be fetched for the original UID.
P51715,P51715,,,,,,173,404,,,,AFDB v6 structure could not be fetched for the original UID.
P51894,P51894,,,,,,178,404,,,,AFDB v6 structure could not be fetched for the original UID.
P51994,P51994,,,,,,440,404,,,,AFDB v6 structure could not be fetched for the original UID.
P52216,P52216,,,,,,158,404,,,,AFDB v6 structure could not be fetched for the original UID.
P52217,P52217,,,,,,436,404,,,,AFDB v6 structure could not be fetched for the original UID.
P52284,P52284,,,,,,379,404,,,,AFDB v6 structure could not be fetched for the original UID.
P52341,P52341,,,,,,379,404,,,,AFDB v6 structure could not be fetched for the original UID.
P52502,P52502,,,,,,662,404,,,,AFDB v6 structure could not be fetched for the original UID.
P52541,P52541,,,,,,376,404,,,,AFDB v6 structure could not be fetched for the original UID.
P52552,P52552,,,,,,127,404,,,,AFDB v6 structure could not be fetched for the original UID.
P54092,P54092,,,,,,216,404,,,,AFDB v6 structure could not be fetched for the original UID.
P54093,P54093,,,,,,216,404,,,,AFDB v6 structure could not be fetched for the original UID.
P54835,P54835,,,,,,450,404,,,,AFDB v6 structure could not be fetched for the original UID.
P54836,P54836,,,,,,13,404,,,,AFDB v6 structure could not be fetched for the original UID.
P55073,P55073,,,,,,304,404,,,,AFDB v6 structure could not be fetched for the original UID.
P55173,P55173,,,,,,11,404,,,,AFDB v6 structure could not be fetched for the original UID.
P55235,P55235,,,,,,14,404,,,,AFDB v6 structure could not be fetched for the original UID.
P55804,P55804,,,,,,99,404,,,,AFDB v6 structure could not be fetched for the original UID.
P56591,P56591,,,,,,519,404,,,,AFDB v6 structure could not be fetched for the original UID.
P56870,P56870,,,,,,15,404,,,,AFDB v6 structure could not be fetched for the original UID.
P58763,P58763,,,,,,15,404,,,,AFDB v6 structure could not be fetched for the original UID.
P58865,P58865,,,,,,458,404,,,,AFDB v6 structure could not be fetched for the original UID.
P58866,P58866,,,,,,458,404,,,,AFDB v6 structure could not be fetched for the original UID.
P58898,P58898,,,,,,515,404,,,,AFDB v6 structure could not be fetched for the original UID.
P58945,P58945,,,,,,465,404,,,,AFDB v6 structure could not be fetched for the original UID.
P58969,P58969,,,,,,458,404,,,,AFDB v6 structure could not be fetched for the original UID.
P58970,P58970,,,,,,468,404,,,,AFDB v6 structure could not be fetched for the original UID.
P58971,P58971,,,,,,467,404,,,,AFDB v6 structure could not be fetched for the original UID.
P58972,P58972,,,,,,467,404,,,,AFDB v6 structure could not be fetched for the original UID.
P58973,P58973,,,,,,495,404,,,,AFDB v6 structure could not be fetched for the original UID.
P58974,P58974,,,,,,495,404,,,,AFDB v6 structure could not be fetched for the original UID.
P59677,P59677,,,,,,22,404,,,,AFDB v6 structure could not be fetched for the original UID.
P59709,P59709,,,,,,424,404,,,,AFDB v6 structure could not be fetched for the original UID.
P59710,P59710,,,,,,424,404,,,,AFDB v6 structure could not be fetched for the original UID.
P59711,P59711,,,,,,424,404,,,,AFDB v6 structure could not be fetched for the original UID.
P59796,P59796,,,,,,221,404,,,,AFDB v6 structure could not be fetched for the original UID.
P60819,P60819,,,,,,349,404,,,,AFDB v6 structure could not be fetched for the original UID.
P60820,P60820,,,,,,335,404,,,,AFDB v6 structure could not be fetched for the original UID.
P61154,P61154,,,,,,435,404,,,,AFDB v6 structure could not be fetched for the original UID.
P62341,P62341,,,,,,195,404,,,,AFDB v6 structure could not be fetched for the original UID.
P62342,P62342,,,,,,195,404,,,,AFDB v6 structure could not be fetched for the original UID.
P62463,P62463,,,,,,259,404,,,,AFDB v6 structure could not be fetched for the original UID.
P63185,P63185,,,,,,526,404,,,,AFDB v6 structure could not be fetched for the original UID.
P68544,P68544,,,,,,338,404,,,,AFDB v6 structure could not be fetched for the original UID.
P68545,P68545,,,,,,338,404,,,,AFDB v6 structure could not be fetched for the original UID.
P68563,P68563,,,,,,177,404,,,,AFDB v6 structure could not be fetched for the original UID.
P68564,P68564,,,,,,177,404,,,,AFDB v6 structure could not be fetched for the original UID.
P68586,P68586,,,,,,443,404,,,,AFDB v6 structure could not be fetched for the original UID.
P68634,P68634,,,,,,147,404,,,,AFDB v6 structure could not be fetched for the original UID.
P68635,P68635,,,,,,147,404,,,,AFDB v6 structure could not be fetched for the original UID.
P68693,P68693,,,,,,204,404,,,,AFDB v6 structure could not be fetched for the original UID.
P68761,P68761,,,,,,642,404,,,,AFDB v6 structure could not be fetched for the original UID.
P68762,P68762,,,,,,655,404,,,,AFDB v6 structure could not be fetched for the original UID.
P69185,P69185,,,,,,352,404,,,,AFDB v6 structure could not be fetched for the original UID.
P69186,P69186,,,,,,352,404,,,,AFDB v6 structure could not be fetched for the original UID.
P69484,P69484,,,,,,216,404,,,,AFDB v6 structure could not be fetched for the original UID.
P69485,P69485,,,,,,216,404,,,,AFDB v6 structure could not be fetched for the original UID.
P69520,P69520,,,,,,337,404,,,,AFDB v6 structure could not be fetched for the original UID.
P69521,P69521,,,,,,337,404,,,,AFDB v6 structure could not be fetched for the original UID.
P70551,P70551,,,,,,266,404,,,,AFDB v6 structure could not be fetched for the original UID.
P71384,P71384,,,,,,464,404,,,,AFDB v6 structure could not be fetched for the original UID.
P72581,P72581,,,,,,261,404,,,,AFDB v6 structure could not be fetched for the original UID.
P75146,P75146,,,,,,488,404,,,,AFDB v6 structure could not be fetched for the original UID.
P77868,P77868,,,,,,722,404,,,,AFDB v6 structure could not be fetched for the original UID.
P77908,P77908,,,,,,893,404,,,,AFDB v6 structure could not be fetched for the original UID.
P79303,P79303,,,,,,508,404,,,,AFDB v6 structure could not be fetched for the original UID.
P79747,P79747,,,,,,266,404,,,,AFDB v6 structure could not be fetched for the original UID.
P80037,P80037,,,,,,30,404,,,,AFDB v6 structure could not be fetched for the original UID.
P80048,P80048,,,,,,77,404,,,,AFDB v6 structure could not be fetched for the original UID.
P80081,P80081,,,,,,103,404,,,,AFDB v6 structure could not be fetched for the original UID.
P80083,P80083,,,,,,15,404,,,,AFDB v6 structure could not be fetched for the original UID.
P80212,P80212,,,,,,30,404,,,,AFDB v6 structure could not be fetched for the original UID.
P80213,P80213,,,,,,29,404,,,,AFDB v6 structure could not be fetched for the original UID.
P80225,P80225,,,,,,32,404,,,,AFDB v6 structure could not be fetched for the original UID.
P80459,P80459,,,,,,27,404,,,,AFDB v6 structure could not be fetched for the original UID.
P80464,P80464,,,,,,11,404,,,,AFDB v6 structure could not be fetched for the original UID.
P80465,P80465,,,,,,10,404,,,,AFDB v6 structure could not be fetched for the original UID.
P80466,P80466,,,,,,10,404,,,,AFDB v6 structure could not be fetched for the original UID.
P80503,P80503,,,,,,40,404,,,,AFDB v6 structure could not be fetched for the original UID.
P80525,P80525,,,,,,10,404,,,,AFDB v6 structure could not be fetched for the original UID.
P80539,P80539,,,,,,19,404,,,,AFDB v6 structure could not be fetched for the original UID.
P80540,P80540,,,,,,17,404,,,,AFDB v6 structure could not be fetched for the original UID.
P80542,P80542,,,,,,19,404,,,,AFDB v6 structure could not be fetched for the original UID.
P80543,P80543,,,,,,19,404,,,,AFDB v6 structure could not be fetched for the original UID.
P80550,P80550,,,,,,38,404,,,,AFDB v6 structure could not be fetched for the original UID.
P80616,P80616,,,,,,15,404,,,,AFDB v6 structure could not be fetched for the original UID.
P80619,P80619,,,,,,15,404,,,,AFDB v6 structure could not be fetched for the original UID.
P80652,P80652,,,,,,12,404,,,,AFDB v6 structure could not be fetched for the original UID.
