UniprotID,sequence_fetch_sec,structure_fetch_sec,p2rank_sec,esm2_3b_sec,gvp_sec,loader_validation_sec,per_uid_total_wall_sec,final_status
P49894,0,0,0,0,0,0,1.8999831676483154,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P49895,0,0,0,0,0,0,1.6832242012023926,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P49896,0,0,0,0,0,0,1.6423563957214355,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P49897,0,0,0,0,0,0,1.6284348964691162,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P49898,0,0,0,0,0,0,1.630431890487671,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P49899,0,0,0,0,0,0,1.6980438232421875,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P50371,0,0,0,0,0,0,8.765947580337524,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P50375,0,0,0,0,0,0,7.921476364135742,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P50547,0,0,0,0,0,0,9.067456483840942,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P50642,0,0,0,0,0,0,1.5675244331359863,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P50643,0,0,0,0,0,0,3.5355224609375,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P50644,0,0,0,0,0,0,1.602792501449585,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P50645,0,0,0,0,0,0,1.666971206665039,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P50646,0,0,0,0,0,0,1.6576957702636719,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P50758,0,0,0,0,0,0,1.5993280410766602,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P50759,0,0,0,0,0,0,1.9494655132293701,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P50760,0,0,0,0,0,0,1.674595594406128,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P50761,0,0,0,0,0,0,3.7501749992370605,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P50762,0,0,0,0,0,0,1.607978105545044,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P50763,0,0,0,0,0,0,1.9574148654937744,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P50764,0,0,0,0,0,0,1.6662769317626953,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P50765,0,0,0,0,0,0,1.8890559673309326,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P50808,0,0,0,0,0,0,1.6295859813690186,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P50859,0,0,0,0,0,0,8.605026483535767,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P50972,0,0,0,0,0,0,1.557462215423584,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P50991,0,0,0,0,0,0,9.083945274353027,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P51101,0,0,0,0,0,0,1.5637168884277344,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P51154,0,0,0,0,0,0,7.794060230255127,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P51156,0,0,0,0,0,0,8.15275526046753,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P51518,0,0,0,0,0,0,1.6185758113861084,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P51552,0,0,0,0,0,0,2.520634651184082,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P51715,0,0,0,0,0,0,2.237095832824707,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P51894,0,0,0,0,0,0,2.8714139461517334,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P51994,0,0,0,0,0,0,1.5818724632263184,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P52201,0,0,0,0,0,0,5.183359384536743,BLOCKED_AFDB_P2RANK_NO_POCKET
P52216,0,0,0,0,0,0,1.6102583408355713,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P52217,0,0,0,0,0,0,2.3127355575561523,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P52284,0,0,0,0,0,0,1.903829574584961,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P52341,0,0,0,0,0,0,1.948801040649414,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P52502,0,0,0,0,0,0,1.929494857788086,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P52541,0,0,0,0,0,0,1.7042598724365234,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P52552,0,0,0,0,0,0,1.5835368633270264,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P52649,0,0,0,0,0,0,8.882320880889893,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P52682,0,0,0,0,0,0,7.990001201629639,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P52844,0,0,0,0,0,0,8.235939502716064,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P53451,0,0,0,0,0,0,9.927263736724854,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P53700,0,0,0,0,0,0,10.929852485656738,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P53746,0,0,0,0,0,0,9.370328903198242,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P54092,0,0,0,0,0,0,1.6214468479156494,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P54093,0,0,0,0,0,0,1.8071320056915283,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P54279,0,0,0,0,0,0,9.959619998931885,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P54351,0,0,0,0,0,0,9.261347532272339,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P54452,0,0,0,0,0,0,7.321126937866211,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P54621,0,0,0,0,0,0,25.089801788330078,BLOCKED_AFDB_P2RANK_NO_POCKET
P54827,0,0,0,0,0,0,5.961449146270752,BLOCKED_AFDB_P2RANK_NO_POCKET
P54835,0,0,0,0,0,0,3.117793321609497,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P54836,0,0,0,0,0,0,1.5989694595336914,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P55072,0,0,0,0,0,0,9.659329891204834,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P55073,0,0,0,0,0,0,2.203800678253174,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P55173,0,0,0,0,0,0,1.6490495204925537,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P55235,0,0,0,0,0,0,1.5850191116333008,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P55236,0,0,0,0,0,0,4.709248304367065,BLOCKED_AFDB_P2RANK_NO_POCKET
P55262,0,0,0,0,0,0,8.486529111862183,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P55734,0,0,0,0,0,0,7.666425466537476,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P55736,0,0,0,0,0,0,4.817487955093384,BLOCKED_AFDB_P2RANK_NO_POCKET
P55739,0,0,0,0,0,0,4.983632802963257,BLOCKED_AFDB_P2RANK_NO_POCKET
P55745,0,0,0,0,0,0,7.70867133140564,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P55793,0,0,0,0,0,0,5.180204629898071,BLOCKED_AFDB_P2RANK_NO_POCKET
P55804,0,0,0,0,0,0,1.6597559452056885,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P55823,0,0,0,0,0,0,9.494095802307129,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P56471,0,0,0,0,0,0,8.303311586380005,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P56536,0,0,0,0,0,0,10.469125270843506,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P56544,0,0,0,0,0,0,5.457531213760376,BLOCKED_AFDB_P2RANK_NO_POCKET
P56591,0,0,0,0,0,0,3.036262273788452,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P56870,0,0,0,0,0,0,1.6963813304901123,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P58101,0,0,0,0,0,0,4.919191837310791,BLOCKED_AFDB_P2RANK_NO_POCKET
P58650,0,0,0,0,0,0,5.352319717407227,BLOCKED_AFDB_P2RANK_NO_POCKET
P58763,0,0,0,0,0,0,1.9464919567108154,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P58817,0,0,0,0,0,0,5.266858816146851,BLOCKED_AFDB_P2RANK_NO_POCKET
P58834,0,0,0,0,0,0,7.085355281829834,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P58865,0,0,0,0,0,0,1.5652720928192139,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P58866,0,0,0,0,0,0,3.318065643310547,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P58898,0,0,0,0,0,0,1.6339232921600342,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P58945,0,0,0,0,0,0,1.5643157958984375,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P58969,0,0,0,0,0,0,2.684494972229004,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P58970,0,0,0,0,0,0,1.6842334270477295,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P58971,0,0,0,0,0,0,1.9211127758026123,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P58972,0,0,0,0,0,0,1.5898501873016357,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P58973,0,0,0,0,0,0,1.6885948181152344,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P58974,0,0,0,0,0,0,2.399130344390869,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P59066,0,0,0,0,0,0,4.493329286575317,BLOCKED_AFDB_P2RANK_NO_POCKET
P59190,0,0,0,0,0,0,7.812039613723755,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P59677,0,0,0,0,0,0,1.6857757568359375,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P59678,0,0,0,0,0,0,26.029613971710205,BLOCKED_AFDB_P2RANK_NO_POCKET
P59709,0,0,0,0,0,0,1.6991369724273682,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P59710,0,0,0,0,0,0,1.6000757217407227,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P59711,0,0,0,0,0,0,1.9228403568267822,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P59796,0,0,0,0,0,0,1.9293222427368164,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P60338,0,0,0,0,0,0,8.536115884780884,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P60819,0,0,0,0,0,0,1.607590675354004,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P60820,0,0,0,0,0,0,1.9011728763580322,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P61028,0,0,0,0,0,0,8.028081893920898,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P61154,0,0,0,0,0,0,1.7563855648040771,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P61248,0,0,0,0,0,0,5.378508806228638,BLOCKED_AFDB_P2RANK_NO_POCKET
P61250,0,0,0,0,0,0,5.361739158630371,BLOCKED_AFDB_P2RANK_NO_POCKET
P61733,0,0,0,0,0,0,5.703978776931763,BLOCKED_AFDB_P2RANK_NO_POCKET
P61734,0,0,0,0,0,0,5.596587419509888,BLOCKED_AFDB_P2RANK_NO_POCKET
P61781,0,0,0,0,0,0,7.833075761795044,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P61816,0,0,0,0,0,0,7.519368648529053,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P62019,0,0,0,0,0,0,5.197798013687134,BLOCKED_AFDB_P2RANK_NO_POCKET
P62341,0,0,0,0,0,0,1.5998826026916504,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P62342,0,0,0,0,0,0,2.992398977279663,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P62463,0,0,0,0,0,0,1.5462195873260498,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P63185,0,0,0,0,0,0,1.7175230979919434,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P63951,0,0,0,0,0,0,8.10527753829956,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P64007,0,0,0,0,0,0,7.182907581329346,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P64124,0,0,0,0,0,0,7.93396258354187,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P64125,0,0,0,0,0,0,9.463501453399658,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P64126,0,0,0,0,0,0,7.6791908740997314,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P65179,0,0,0,0,0,0,7.737173080444336,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P65280,0,0,0,0,0,0,5.9259703159332275,BLOCKED_AFDB_P2RANK_NO_POCKET
P66914,0,0,0,0,0,0,8.044066190719604,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P66985,0,0,0,0,0,0,9.055024147033691,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P67045,0,0,0,0,0,0,7.519309043884277,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P67406,0,0,0,0,0,0,7.356713771820068,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P67407,0,0,0,0,0,0,7.132567405700684,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P67718,0,0,0,0,0,0,5.212404727935791,BLOCKED_AFDB_P2RANK_NO_POCKET
P67719,0,0,0,0,0,0,5.357313394546509,BLOCKED_AFDB_P2RANK_NO_POCKET
P67720,0,0,0,0,0,0,6.362688302993774,BLOCKED_AFDB_P2RANK_NO_POCKET
P68544,0,0,0,0,0,0,1.6374549865722656,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P68545,0,0,0,0,0,0,1.6138911247253418,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P68563,0,0,0,0,0,0,1.624356746673584,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P68564,0,0,0,0,0,0,1.9122872352600098,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P68586,0,0,0,0,0,0,1.664928913116455,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P68634,0,0,0,0,0,0,1.5648448467254639,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P68635,0,0,0,0,0,0,1.5720188617706299,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P68693,0,0,0,0,0,0,1.6506648063659668,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P68761,0,0,0,0,0,0,1.8937292098999023,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P68762,0,0,0,0,0,0,1.6256804466247559,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P68807,0,0,0,0,0,0,5.817729949951172,BLOCKED_AFDB_P2RANK_NO_POCKET
P68808,0,0,0,0,0,0,6.916290521621704,BLOCKED_AFDB_P2RANK_NO_POCKET
P68809,0,0,0,0,0,0,5.706278324127197,BLOCKED_AFDB_P2RANK_NO_POCKET
P68810,0,0,0,0,0,0,5.835327863693237,BLOCKED_AFDB_P2RANK_NO_POCKET
P69185,0,0,0,0,0,0,1.992783784866333,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P69186,0,0,0,0,0,0,2.037405252456665,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P69484,0,0,0,0,0,0,1.8772244453430176,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P69485,0,0,0,0,0,0,1.7231104373931885,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P69520,0,0,0,0,0,0,2.9459340572357178,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P69521,0,0,0,0,0,0,1.6331872940063477,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P69568,0,0,0,0,0,0,5.217577934265137,BLOCKED_AFDB_P2RANK_NO_POCKET
P69569,0,0,0,0,0,0,5.377554655075073,BLOCKED_AFDB_P2RANK_NO_POCKET
P69795,0,0,0,0,0,0,5.385082483291626,BLOCKED_AFDB_P2RANK_NO_POCKET
P69796,0,0,0,0,0,0,5.408783912658691,BLOCKED_AFDB_P2RANK_NO_POCKET
P69808,0,0,0,0,0,0,6.907076358795166,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P69816,0,0,0,0,0,0,6.219682931900024,BLOCKED_AFDB_P2RANK_NO_POCKET
P69817,0,0,0,0,0,0,6.74109411239624,BLOCKED_AFDB_P2RANK_NO_POCKET
P69818,0,0,0,0,0,0,5.773364305496216,BLOCKED_AFDB_P2RANK_NO_POCKET
P69819,0,0,0,0,0,0,5.683725118637085,BLOCKED_AFDB_P2RANK_NO_POCKET
P69822,0,0,0,0,0,0,5.314749002456665,BLOCKED_AFDB_P2RANK_NO_POCKET
P69823,0,0,0,0,0,0,5.3049023151397705,BLOCKED_AFDB_P2RANK_NO_POCKET
P69830,0,0,0,0,0,0,5.801637649536133,BLOCKED_AFDB_P2RANK_NO_POCKET
P70486,0,0,0,0,0,0,7.3886189460754395,BLOCKED_AFDB_P2RANK_NO_POCKET
P70550,0,0,0,0,0,0,8.231923341751099,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P70551,0,0,0,0,0,0,1.562633991241455,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P70994,0,0,0,0,0,0,5.0870420932769775,BLOCKED_AFDB_P2RANK_NO_POCKET
P71035,0,0,0,0,0,0,5.6255903244018555,BLOCKED_AFDB_P2RANK_NO_POCKET
P71366,0,0,0,0,0,0,9.252089262008667,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P71384,0,0,0,0,0,0,1.5888588428497314,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P72216,0,0,0,0,0,0,6.050041437149048,BLOCKED_AFDB_P2RANK_NO_POCKET
P72581,0,0,0,0,0,0,3.159681558609009,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P73790,0,0,0,0,0,0,5.350263833999634,BLOCKED_AFDB_P2RANK_NO_POCKET
P73796,0,0,0,0,0,0,5.6617701053619385,BLOCKED_AFDB_P2RANK_NO_POCKET
P74386,0,0,0,0,0,0,5.4777915477752686,BLOCKED_AFDB_P2RANK_NO_POCKET
P75146,0,0,0,0,0,0,1.64642333984375,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P76091,0,0,0,0,0,0,7.997964382171631,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P76234,0,0,0,0,0,0,7.9410717487335205,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P76938,0,0,0,0,0,0,7.926969528198242,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P77493,0,0,0,0,0,0,10.550512075424194,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P77704,0,0,0,0,0,0,8.01748776435852,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P77868,0,0,0,0,0,0,1.8917288780212402,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P77908,0,0,0,0,0,0,1.8703861236572266,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P78537,0,0,0,0,0,0,6.296458959579468,BLOCKED_AFDB_P2RANK_NO_POCKET
P78549,0,0,0,0,0,0,7.822334289550781,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P79280,0,0,0,0,0,0,5.650967836380005,BLOCKED_AFDB_P2RANK_NO_POCKET
P79303,0,0,0,0,0,0,1.9696335792541504,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P79691,0,0,0,0,0,0,8.3889479637146,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P79747,0,0,0,0,0,0,1.5748181343078613,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P80008,0,0,0,0,0,0,5.110128164291382,BLOCKED_AFDB_P2RANK_NO_POCKET
P80037,0,0,0,0,0,0,1.9657268524169922,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P80048,0,0,0,0,0,0,1.9792060852050781,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P80055,0,0,0,0,0,0,5.930710554122925,BLOCKED_AFDB_P2RANK_NO_POCKET
P80056,0,0,0,0,0,0,4.7695417404174805,BLOCKED_AFDB_P2RANK_NO_POCKET
P80081,0,0,0,0,0,0,1.9857773780822754,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P80083,0,0,0,0,0,0,1.8450558185577393,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P80212,0,0,0,0,0,0,1.6814217567443848,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P80213,0,0,0,0,0,0,4.080517053604126,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P80225,0,0,0,0,0,0,3.7637314796447754,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P80227,0,0,0,0,0,0,8.993629217147827,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P80250,0,0,0,0,0,0,5.103452205657959,BLOCKED_AFDB_P2RANK_NO_POCKET
P80315,0,0,0,0,0,0,8.717395067214966,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P80317,0,0,0,0,0,0,8.818135023117065,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P80435,0,0,0,0,0,0,8.274529218673706,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P80459,0,0,0,0,0,0,1.6126203536987305,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P80464,0,0,0,0,0,0,1.6191999912261963,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P80465,0,0,0,0,0,0,1.6571331024169922,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P80466,0,0,0,0,0,0,1.7088348865509033,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P80472,0,0,0,0,0,0,4.972228288650513,BLOCKED_AFDB_P2RANK_NO_POCKET
P80503,0,0,0,0,0,0,1.6073527336120605,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P80525,0,0,0,0,0,0,1.622171401977539,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P80537,0,0,0,0,0,0,4.521397590637207,BLOCKED_AFDB_P2RANK_NO_POCKET
P80538,0,0,0,0,0,0,4.861362934112549,BLOCKED_AFDB_P2RANK_NO_POCKET
P80539,0,0,0,0,0,0,1.5998115539550781,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P80540,0,0,0,0,0,0,2.010835886001587,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P80542,0,0,0,0,0,0,1.6244478225708008,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P80543,0,0,0,0,0,0,1.6088778972625732,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P80550,0,0,0,0,0,0,1.9993915557861328,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P80575,0,0,0,0,0,0,4.568946123123169,BLOCKED_AFDB_P2RANK_NO_POCKET
P80616,0,0,0,0,0,0,1.5772199630737305,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P80619,0,0,0,0,0,0,1.7021377086639404,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P80652,0,0,0,0,0,0,1.9891631603240967,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P80654,0,0,0,0,0,0,5.391448259353638,BLOCKED_AFDB_P2RANK_NO_POCKET
P80656,0,0,0,0,0,0,6.328717947006226,BLOCKED_AFDB_P2RANK_NO_POCKET
P80659,0,0,0,0,0,0,1.582324504852295,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P80701,0,0,0,0,0,0,1.6559867858886719,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P80704,0,0,0,0,0,0,5.532328367233276,BLOCKED_AFDB_P2RANK_NO_POCKET
P80705,0,0,0,0,0,0,4.673813104629517,BLOCKED_AFDB_P2RANK_NO_POCKET
P80924,0,0,0,0,0,0,4.652337551116943,BLOCKED_AFDB_P2RANK_NO_POCKET
P80994,0,0,0,0,0,0,1.621668815612793,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P81011,0,0,0,0,0,0,2.048931121826172,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P81012,0,0,0,0,0,0,1.61993408203125,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P81072,0,0,0,0,0,0,5.31452202796936,BLOCKED_AFDB_P2RANK_NO_POCKET
P81073,0,0,0,0,0,0,4.974494695663452,BLOCKED_AFDB_P2RANK_NO_POCKET
P81080,0,0,0,0,0,0,5.006418466567993,BLOCKED_AFDB_P2RANK_NO_POCKET
P81081,0,0,0,0,0,0,4.6519935131073,BLOCKED_AFDB_P2RANK_NO_POCKET
P81087,0,0,0,0,0,0,4.494370698928833,BLOCKED_AFDB_P2RANK_NO_POCKET
P81098,0,0,0,0,0,0,1.612325668334961,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P81107,0,0,0,0,0,0,1.5731985569000244,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P81123,0,0,0,0,0,0,2.866564989089966,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P81156,0,0,0,0,0,0,13.310018301010132,PASS_AFDB_P2RANK_PREDICTED_POCKET_D4_LOADER
P81173,0,0,0,0,0,0,1.615699291229248,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P81174,0,0,0,0,0,0,1.9131956100463867,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P81185,0,0,0,0,0,0,2.0464491844177246,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P81336,0,0,0,0,0,0,4.794583320617676,BLOCKED_AFDB_P2RANK_NO_POCKET
P81337,0,0,0,0,0,0,1.5744097232818604,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P81340,0,0,0,0,0,0,1.6241261959075928,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P81343,0,0,0,0,0,0,5.371305704116821,BLOCKED_AFDB_P2RANK_NO_POCKET
P81344,0,0,0,0,0,0,1.5849401950836182,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P81346,0,0,0,0,0,0,1.597921371459961,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P81347,0,0,0,0,0,0,1.666062355041504,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P81348,0,0,0,0,0,0,2.3350627422332764,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P81356,0,0,0,0,0,0,1.8636538982391357,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P81357,0,0,0,0,0,0,1.5898022651672363,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
P81361,0,0,0,0,0,0,4.703119993209839,BLOCKED_AFDB_P2RANK_NO_POCKET
P81419,0,0,0,0,0,0,4.567678451538086,BLOCKED_AFDB_P2RANK_NO_POCKET
P81420,0,0,0,0,0,0,1.8901722431182861,BLOCKED_AFDB_STRUCTURE_FETCH_FAILED
